date,meeting_date,sharpe_positive,sharpe_negative,sharpe_net
2011-02-16,2011-01-26,0.020454545454545454,0.0,0.020454545454545454
2011-04-05,2011-03-15,0.017094017094017096,0.0,0.017094017094017096
2011-05-18,2011-04-27,0.014925373134328358,0.0,0.014925373134328358
2011-07-13,2011-06-22,0.008676789587852495,0.0021691973969631237,0.006507592190889371
2011-08-30,2011-08-09,0.005671077504725898,0.001890359168241966,0.003780718336483932
2011-10-12,2011-09-21,0.010033444816053512,0.0,0.010033444816053512
2011-11-23,2011-11-02,0.008146639511201629,0.0,0.008146639511201629
2012-01-03,2011-12-13,0.011494252873563218,0.0,0.011494252873563218
2012-02-15,2012-01-25,0.014150943396226415,0.0,0.014150943396226415
2012-04-03,2012-03-13,0.011494252873563218,0.0,0.011494252873563218
2012-05-16,2012-04-25,0.013513513513513514,0.0,0.013513513513513514
2012-07-11,2012-06-20,0.013779527559055118,0.0,0.013779527559055118
2012-08-22,2012-08-01,0.01511879049676026,0.0,0.01511879049676026
2012-10-04,2012-09-13,0.021164021164021163,0.0,0.021164021164021163
2012-11-14,2012-10-24,0.021660649819494584,0.0,0.021660649819494584
2013-01-02,2012-12-12,0.017341040462427744,0.0,0.017341040462427744
2013-02-20,2013-01-30,0.016897081413210446,0.0,0.016897081413210446
2013-04-10,2013-03-20,0.015408320493066256,0.0,0.015408320493066256
2013-05-22,2013-05-01,0.014814814814814815,0.0,0.014814814814814815
2013-07-10,2013-06-19,0.01422475106685633,0.0,0.01422475106685633
2013-08-21,2013-07-31,0.014164305949008499,0.0,0.014164305949008499
2013-10-09,2013-09-18,0.014925373134328358,0.0,0.014925373134328358
2013-11-20,2013-10-30,0.014066496163682864,0.0,0.014066496163682864
2014-01-08,2013-12-18,0.011325028312570781,0.0,0.011325028312570781
2014-02-19,2014-01-29,0.01182033096926714,0.0,0.01182033096926714
2014-04-09,2014-03-19,0.013468013468013467,0.001122334455667789,0.012345679012345678
2014-05-21,2014-04-30,0.014545454545454545,0.0012121212121212121,0.013333333333333334
2014-07-09,2014-06-18,0.014778325123152709,0.0,0.014778325123152709
2014-08-20,2014-07-30,0.012716763005780347,0.0,0.012716763005780347
2014-10-08,2014-09-17,0.0121012101210121,0.0,0.0121012101210121
2014-11-19,2014-10-29,0.012311901504787962,0.0,0.012311901504787962
2015-01-07,2014-12-17,0.013550135501355014,0.0,0.013550135501355014
2015-02-18,2015-01-28,0.012216404886561954,0.0,0.012216404886561954
2015-04-08,2015-03-18,0.01020408163265306,0.0,0.01020408163265306
2015-05-20,2015-04-29,0.012411347517730497,0.0,0.012411347517730497
2015-07-08,2015-06-17,0.014571948998178506,0.0,0.014571948998178506
2015-08-19,2015-07-29,0.014732965009208104,0.0,0.014732965009208104
2015-10-08,2015-09-17,0.011824324324324325,0.0,0.011824324324324325
2015-11-18,2015-10-28,0.012006861063464836,0.0,0.012006861063464836
2016-01-06,2015-12-16,0.009966777408637873,0.0,0.009966777408637873
2016-02-17,2016-01-27,0.005263157894736842,0.0,0.005263157894736842
2016-04-06,2016-03-16,0.005145797598627788,0.0,0.005145797598627788
