date,meeting_date,lm_positive,lm_negative,lm_polarity,lm_subjectivity,lm_net
2019-10-21,2019-10-30,-0.0005035771472069072,-1.5578672917657415,0.6572897308876758,-0.5428252612816087,1.305493568677689
2019-11-26,2019-12-11,-0.8069676126800265,-1.3580191421151346,0.49699867450477997,-0.5490429874004354,0.7246625404498889
2020-01-17,2020-01-29,0.3243289963181691,-1.9893262398563076,0.7130816072036548,-0.1784822621563545,1.859836374557386
2020-02-27,2020-03-03,1.8969596509112874,-1.9203560505957635,1.0417606087934697,-0.33021904886532877,2.6022905729330836
2020-02-27,2020-03-15,1.0689669887599642,-1.3527365208623827,-2.5050433648696333,16.640626054076684,1.6637716244426948
2020-04-09,2020-04-29,0.3252533910603656,-0.8710210203220318,-5.618296140879557,4.189116260526982,0.8842462969000712
2020-05-21,2020-06-10,-1.7185910258920802,0.4569163767670023,-1.0712883339308394,0.023065291444542835,-1.2229428575037187
2020-07-14,2020-07-29,0.8675233281801965,1.9315200527960141,-0.7294217555264908,0.1846466470820762,-1.1620930391512079
2020-09-01,2020-09-16,0.23928927042104492,-1.3002506661675441,0.5647522236944494,-0.31135583720205895,1.2057290844302722
2020-10-21,2020-11-05,-0.36821790195161863,-0.16676153646753675,0.39896458917155986,-0.35375617583248514,-0.040353919730404274
2020-12-11,2020-12-16,1.2555859249001722,-1.472909826322587,0.768333337044793,-0.2469399145247086,1.8486502989582057
2021-01-13,2021-01-27,-0.9564269525935432,-0.7928355546511794,0.31489988282722065,-0.34420568939576884,0.196427720170181
2021-03-02,2021-03-17,0.07915223753910337,0.5267833002023166,0.3429678882079053,-0.3200554526399451,-0.4011516160384637
2021-04-14,2021-04-28,-0.5781745515190547,-1.4217823628847763,0.5178437882454638,-0.348097793141799,0.906425309588676
2021-06-03,2021-06-16,-0.8043011339737937,-1.4779129542976945,0.5510401613067423,-0.3789349384956035,0.8533210485081095
2021-07-11,2021-07-28,-0.39488444216593555,-1.979587818395722,0.5660995009522827,-0.19208395898745872,1.4881115255106805
2021-09-09,2021-09-22,-0.6822708978138468,-1.3914964369976284,0.4183284523929629,-0.2865920981600013,0.8653601066421046
2021-10-22,2021-11-03,-0.6171588518661117,-0.6497453505307444,0.4796186250874397,-0.3713369380871258,0.26541029828980334
2021-12-02,2021-12-15,-0.46315391706963743,-1.0679261181041126,0.5199442299858541,-0.3589847076369504,0.7011488887460772
2021-12-17,2022-01-26,-1.9907674887619466,-0.0772095503107795,-0.6108381326422458,-0.1124751482666717,-0.8847268649587625
2022-02-24,2022-03-16,-1.046275071307761,-2.0376047897290537,0.42899493551451734,-0.22056377935769236,1.2507346981746603
2022-04-05,2022-05-04,-1.5878890186771486,-1.5199435687700031,0.08784781447707801,-0.23429830079718184,0.5606133328364318
2022-06-03,2022-06-15,-1.1991908864668814,-0.6587738461942537,-0.0006276398100249712,-0.20582752677452645,-0.0056597444974110485
2022-07-19,2022-07-27,-1.2333685004386208,-0.7105136546684336,0.035191493806169274,-0.23820025208897883,0.02012710672895109
2022-09-09,2022-09-21,-0.5997033092309744,-0.8161639770783644,0.29751965625715243,-0.2633247665190045,0.4269898727326604
2022-10-20,2022-11-02,-0.4750548405280236,-0.8740024524770031,0.4714067894994634,-0.3399511594201448,0.5424078445001274
2022-12-01,2022-12-14,-0.9395083636406868,-0.08825694340469684,0.11276086161020926,-0.26902374460914147,-0.39005616672166366
2023-01-21,2023-02-01,-1.3114567421447403,-1.0227406650635007,0.046205228268980034,-0.2176775626717393,0.2567380501504201
2023-03-14,2023-03-22,0.2266902863009679,-0.8020558166167845,0.5807883044675125,-0.3492536512921447,0.8348321509405723
2023-04-21,2023-05-03,-0.9736027111734243,-1.3209421422865768,0.4637209771983517,-0.3461902866826585,0.6955758039690791
2023-05-31,2023-06-14,-0.21456892289801724,-0.34045507087212235,0.3883809676089677,-0.2971706741409119,0.19927008232809645
2023-07-18,2023-07-26,-0.604237599950681,0.14086388850666468,0.15769962442478294,-0.2610041203700176,-0.43236520748773427
2023-09-08,2023-09-20,-0.45659663070244594,-1.5581408607396168,0.3748205868180372,-0.1379299834556726,1.1763949323675413
2023-10-27,2023-11-01,1.2026670000604849,-0.6399706606832763,0.6910599827033408,-0.3793580755442231,1.1850866402184126
2023-12-05,2023-12-13,-0.3487163233423898,0.06866618332301734,0.48370724594717557,-0.3764112445811264,-0.23726037281336457
2024-01-17,2024-01-31,-0.2544550813489196,-1.0115376867254184,0.305774720806637,-0.18203290986296275,0.7855712842397472
2024-03-07,2024-03-20,0.1513040047107006,-0.05103547402032022,0.5529015975105924,-0.3784618343125799,0.12203389807609602
2024-04-18,2024-05-01,-0.516163062785468,-0.09547188284736756,0.3761759892125086,-0.3314670344548311,-0.17241420260301712
2024-06-07,2024-06-12,0.7008825461361006,-0.9704409003811862,0.6761454231488391,-0.3702428061404053,1.2297078776348604
2024-07-24,2024-07-31,1.1687211615394986,-1.1661106203074685,0.733386330801239,-0.3671353365105429,1.6360512753996972
2024-09-10,2024-09-18,-0.9965069613650386,0.3112408489736876,0.1466629294774861,-0.28655326157654304,-0.7740794108502437
2024-10-23,2024-11-07,0.46176042566182857,-0.7281513966032366,0.6302338372836589,-0.37400463723492,0.8813756917178135
2024-12-03,2024-12-18,0.11605270824393085,-0.9081587936402319,0.5222301343724054,-0.29294463281079347,0.8694259749963317
2025-01-09,2025-01-29,-0.3337438727730545,-0.863628331660282,0.2105915240200256,-0.14968292088976481,0.6071795406529218
2025-03-07,2025-03-19,0.6696622617001716,-0.4665817397026484,0.6497319200364893,-0.3983466236849506,0.7487753449338534
2025-05-03,2025-05-07,-0.656209789237656,-1.0598398957171262,0.509180014971636,-0.3516345634226261,0.6238107231117916
2025-06-06,2025-06-18,-0.3872112258570346,-0.3798357110808263,0.5078752361611742,-0.3651461211053248,0.1495336752706179
2025-07-22,2025-07-30,-0.16545062283325954,-1.160863228481798,0.5394755896261464,-0.3156647658896629,0.9602981241453478
2025-08-28,2025-09-17,-0.465680451456713,-0.3977589643614891,0.1937671895406884,-0.2179368007387121,0.12843618625635658
2025-10-23,2025-10-29,0.415557426204729,-0.27004801346565255,0.5608702548176026,-0.35786680812627686,0.4477521509449045
2025-12-01,2025-12-10,-0.025456890950192938,0.013973900434780175,0.35967968633586606,-0.2880516253009003,-0.025109174246237764
