date,meeting_date,gardner_inf,gardner_labor,gardner_out,gardner_fin,gardner_mp,gardner_total
2011-01-26,2011-01-26,,,,,,
2011-03-15,2011-03-15,,,,,,
2011-04-27,2011-04-27,0.8305499217479261,0.7071067811865475,0.7668636501611475,0.7071067811865475,,0.7546098558271349
2011-06-22,2011-06-22,2.299307298297768,0.5773502691896257,-2.0157345959440187,0.5773502691896257,,-0.11692443426332287
2011-08-09,2011-08-09,-2.475461719415764,-1.2844210309906081,-2.3058044430356115,0.5,,-2.4700497676307016
2011-09-21,2011-09-21,-2.153848006514332,2.3389226983138256,-0.4486983191848905,-1.42408065188038,,-0.831894087486509
2011-11-02,2011-11-02,-1.495547981465258,1.6235089816972326,2.5934398887507126,-1.3030577169258037,,0.9858080070129176
2011-12-13,2011-12-13,-1.8879933499727042,1.3469690556451774,1.3799234749003126,-1.2004443737044799,,0.29864602312169497
2012-01-25,2012-01-25,-0.8914195630858504,1.169157177104661,0.8007699640956177,-1.0886670905098252,,0.3004107358472542
2012-03-13,2012-03-13,-0.20677505238620852,2.2799864805722847,1.1183790752837872,-0.9365428188758704,,1.3800471935843448
2012-04-25,2012-04-25,1.0424602357367982,1.7050900915740603,0.1888855359721572,-0.8306491739098915,,1.1758313347108882
2012-06-20,2012-06-20,-0.2918585416277958,1.236044576372542,-0.27904215643582553,-0.5630317072695524,,-0.05533585443609476
2012-08-01,2012-08-01,-0.9157178691180365,-1.5679539141741434,-1.5151119645492586,-0.709745537860839,,-2.4913455238994375
2012-09-13,2012-09-13,0.36878782520458286,1.1523153414283291,0.2207663156040721,-0.4658245613579081,-inf,0.38328976058654207
2012-10-24,2012-10-24,1.5693656882317746,1.07312290237355,0.21895602898954594,-0.46176174917243595,-3.5035713030558324,0.9444677248873127
2012-12-12,2012-12-12,0.17836707889107348,3.6934350528438227,0.4771569925955867,-0.21469624709469554,0.37892907626899386,1.7422258777771884
2013-01-30,2013-01-30,0.7822002315334083,1.0952464772836585,0.5403196654691704,-0.345431039508033,0.3659593734290529,1.1852203267511667
2013-03-20,2013-03-20,0.749236566254763,1.0313085583354897,1.3291270583557944,1.7262392737292145,0.3542429267057243,1.8762026021810652
2013-05-01,2013-05-01,1.2656575818348599,2.0632216645599404,0.8008349925399948,1.5497342754754895,3.242447748770667,2.3114195670556468
2013-06-19,2013-06-19,0.03641988055710853,2.257835496853913,0.34963103127987183,1.418770448682493,2.4553235040451855,1.5007510560933452
2013-07-31,2013-07-31,1.7371097741432002,1.951683609102055,-0.051744427152550516,1.3165950497492116,2.083941315726394,1.7823784035996133
2013-09-18,2013-09-18,1.4246665850926012,1.557767204251393,1.7470143359461732,1.233981503157879,-0.07684110016365882,2.146696165739691
2013-10-30,2013-10-30,1.3615146669241658,1.4794899892899236,1.2747075278808944,1.165375468558648,-0.07514907726465705,1.7779493670992463
2013-12-18,2013-12-18,-0.2257215529575242,1.9644598408674427,0.7360266422041722,1.1072070830288332,3.4857914718934464,1.4669851106189247
2014-01-29,2014-01-29,-0.20982889552985343,2.199503542853095,1.0982372864642767,1.0570635741044887,1.3252673015965022,1.579743019622597
2014-03-19,2014-03-19,-1.654219003619631,0.2861764972891057,-0.34528234811196545,1.0132477949233358,1.2147419273256042,-0.29458234753290774
2014-04-30,2014-04-30,-1.0980049821795534,0.3381412535166983,-0.30785074903041765,0.9745265535433167,1.2217550031802131,-0.10567293259984598
2014-06-18,2014-06-18,-1.0584359344282543,0.6938954625766001,0.8030344688221214,0.9399792887066426,1.1801281368596774,0.5257701764784345
2014-07-30,2014-07-30,0.403763975932214,0.6106138718732841,0.35673744757065656,0.9089030007437588,1.0758954078510645,0.7591974019193778
