date,meeting_date,sharpe_positive,sharpe_negative,sharpe_net
2011-01-26,2011-01-26,,,
2011-03-15,2011-03-15,,,
2011-04-27,2011-04-27,-1.6441707495957147,,-1.6441707495957147
2011-06-22,2011-06-22,-3.2066368341476017,inf,-3.9984934944813944
2011-08-09,2011-08-09,-1.9471232912189116,1.2419354838709675,-1.849958433441895
2011-09-21,2011-09-21,-0.5488205687459521,-0.7274192824130167,-0.35430775388893926
2011-11-02,2011-11-02,-0.8326564915600542,-0.6432068662615332,-0.6185624042122071
2011-12-13,2011-12-13,-0.1170250970146989,-0.5836002465277851,-0.008415064537671477
2012-01-25,2012-01-25,0.4219027026672347,-0.5383573838128252,0.4668190365953809
2012-03-13,2012-03-13,-0.16636500208065633,-0.502418784146617,-0.06308538092299588
2012-04-25,2012-04-25,0.2938939460187149,-0.4729378529637455,0.34282034059913674
2012-06-20,2012-06-20,0.3411521752786376,-0.44816582709555075,0.38060407005088215
2012-08-01,2012-08-01,0.6562405803783742,-0.4269577241862421,0.6566134925452621
2012-09-13,2012-09-13,2.139695156066084,-0.4085266870441108,1.9703109600304052
2012-10-24,2012-10-24,1.889205645589818,-0.3923109451644398,1.7715825620198222
2012-12-12,2012-12-12,0.7297879192239861,-0.37789684846327326,0.7215664911718471
2013-01-30,2013-01-30,0.6025090836293452,-0.3649719316565466,0.6025802297683975
2013-03-20,2013-03-20,0.2570554784879149,-0.3532950317330336,0.28348975573547136
2013-05-01,2013-05-01,0.11727091337208409,-0.34267656634426114,0.15373767851083608
2013-06-19,2013-06-19,-0.02117928667004209,-0.33296511536787066,0.025491520653533987
2013-07-31,2013-07-31,-0.03492541875010791,-0.324038048871691,0.011802306637917438
2013-09-18,2013-09-18,0.14823387305783778,-0.3157948305742456,0.17884843573141515
2013-10-30,2013-10-30,-0.06697618359848755,-0.3081521364666829,-0.019563426395197637
2013-12-18,2013-12-18,-0.7594323497984681,-0.30104023310276357,-0.655689843302835
2014-01-29,2014-01-29,-0.6082633146100777,-0.29440024778639595,-0.5199558842808757
2014-03-19,2014-03-19,-0.16603614295766778,1.6999791806344746,-0.38204842813387047
2014-04-30,2014-04-30,0.12217217428728477,1.7334267171319027,-0.13347673516412004
2014-06-18,2014-06-18,0.1827615642322139,-0.3918061615700651,0.2268066428746023
2014-07-30,2014-07-30,-0.3860413900595653,-0.38391881219888535,-0.2973964775659834
2014-09-17,2014-09-17,-0.5502527158826117,-0.3764913739829386,-0.45000738644850774
2014-10-29,2014-10-29,-0.4772965092329469,-0.36948066435370325,-0.3847096232603282
2014-12-17,2014-12-17,-0.11445679478368909,-0.36284898867984405,-0.05125183337628248
2015-01-28,2015-01-28,-0.4970572603383271,-0.35656327270974675,-0.40545439138303874
2015-03-18,2015-03-18,-1.0797453064755842,-0.35059435730507055,-0.9458093858834123
2015-04-29,2015-04-29,-0.3977567722153233,-0.34491642070251016,-0.3180624127537877
2015-06-17,2015-06-17,0.2511896464898694,-0.3395065018715098,0.2838502764203554
2015-07-29,2015-07-29,0.2962419279535477,-0.3343441046709094,0.32490259770043484
2015-09-17,2015-09-17,-0.5967883348276729,-0.3294108670752612,-0.5053017570158244
2015-10-28,2015-10-28,-0.529900950254952,-0.324690283176828,-0.44464270134306594
2015-12-16,2015-12-16,-1.155745491177147,-0.3201674682772961,-1.0285839342236005
2016-01-27,2016-01-27,-2.5783666431735144,-0.31582895938075617,-2.362597642789457
2016-03-16,2016-03-16,-2.3931126268820204,-0.3116625449421185,-2.2189766202139403
2016-04-27,2016-04-27,-2.2274875201299165,-0.3076571189257139,-2.083612822324463
2016-06-15,2016-06-15,-1.0393819436389249,-0.3038025551700775,-0.959898225933766
2016-07-27,2016-07-27,-2.031760134759755,-0.30008959879792646,-1.916633933348956
