,inter_sent_economic_activity_x_gdp,inter_sent_financial_conditions_x_vix,inter_sent_labor_market_x_unemployment_gap,inter_sent_monetary_policy_x_implied_ffr,inter_sent_inflation_x_inflation_dev_from_target,inter_sent_macro_x_cfnai
0,15903.633855540022,-65.47353173470654,-1.1559578042315157,-26.454601089873815,-1.4028904277175878,-0.5414678628394586
1,-21482.368604156003,-64.74452074847022,1.0515770950391468,-8.87006943143959,-0.9937040586073347,-0.05178277304132054
2,-25568.631296144926,-33.628779262982775,2.546767242063863,-16.706145415548594,-0.2787560976146085,0.1039720770839918
3,10424.380651089912,-162.31236979880634,0.6737975522836075,-5.453335443055369,0.00853621234318057,-0.0329583686600433
4,15142.614953842753,-98.78653341329976,-0.7365804460689052,6.410310733329401,0.02037054820533818,-0.07278045395879426
5,-69227.36569243853,-134.28180586011104,0.7521678238885955,-21.12258032498634,-0.16862457426368072,0.17342230547376986
6,-133096.4871115004,-428.43168601495677,1.1435263161092584,-68.22914063484214,-0.5791555514573786,0.44493797691058457
7,-75363.67064963066,-243.7506472767197,0.08935307263953426,-31.411374470309152,-0.06751091420533702,0.8936565663637293
8,-51332.73355506369,-140.95758978309726,0.025317331259254772,-15.683765041697802,0.20071207784025002,0.4782715545863622
9,-211784.04874212987,-582.0420082674551,-0.3963673251382646,-34.09345648928025,-0.17648522500326677,5.060489007934881
10,-100744.71056729638,-326.0696471424369,0.19679366095128212,-13.539913696578706,-0.11073925752191902,2.2019683839236253
11,-178708.07817646165,-475.1355286513893,-4.1063604845015504,-20.777474406870223,0.6026915863894252,0.36910087364817085
12,-66288.38633665704,-237.61301131578034,-4.319144758631323,-9.854604524416281,0.1132976417107318,1.6797745024013016
13,-53772.54742388197,-234.4520258684191,-1.9582883824748265,-8.323166153214947,-0.17343140863708228,3.467054572956287
14,-76825.83431349308,-612.069444445691,-2.791614260942933,-6.524930015200898,1.251536935377638,2.3283120998315296
15,-145886.77283511663,-1100.5792900344625,-7.5973442298588525,-2.649389785685224,4.571586233203109,16.55196445657461
16,-76737.15299216616,-264.25212518108106,-7.020369455573947,-1.3612637424836833,4.326780303273236,9.177801854876138
17,-106079.27921195155,-538.0390384023908,-7.025621066325149,-2.3121822592050507,3.8454754289128097,9.298546978291803
18,-171146.2588938578,-743.7992770439067,-14.857994492657022,-2.697499723971283,1.620106519091641,10.073979063657788
19,-120607.35415624232,-504.21448455261196,-31.27936673845485,-1.698137639393419,2.1090952415087045,5.445170719833523
20,-7511.401365407507,-124.60239675262044,-9.253531436612628,-0.15549308767869457,1.1115670924265089,0.0
21,7511.401365407509,-198.86952228935226,-9.659738966777962,-0.7424084562540446,3.185969605721433,0.2822021164034187
22,-12781.209104261006,-278.2044198272024,-11.09549128168113,-0.32061423896593844,-0.5715752451755755,0.01294569326033014
