,inter_sent_economic_activity_x_gdp,inter_sent_financial_conditions_x_vix,inter_sent_labor_market_x_unemployment_gap,inter_sent_monetary_policy_x_implied_ffr,inter_sent_inflation_x_inflation_dev_from_target,inter_sent_macro_x_cfnai
0,31807.267711080043,-130.94706346941308,-2.3119156084630315,-52.90920217974763,-2.8057808554351755,-1.0829357256789172
1,-42964.737208312006,-129.48904149694044,2.1031541900782935,-17.74013886287918,-1.9874081172146694,-0.10356554608264108
2,-51137.26259228985,-67.25755852596555,5.093534484127726,-33.41229083109719,-0.557512195229217,0.2079441541679836
3,20848.761302179824,-324.6247395976127,1.347595104567215,-10.906670886110739,0.01707242468636114,-0.0659167373200866
4,30285.229907685505,-197.57306682659953,-1.4731608921378103,12.820621466658801,0.04074109641067636,-0.14556090791758852
5,-138454.73138487706,-268.56361172022207,1.504335647777191,-42.24516064997268,-0.33724914852736143,0.3468446109475397
6,-266192.9742230008,-856.8633720299135,2.2870526322185167,-136.45828126968428,-1.1583111029147573,0.8898759538211691
7,-150727.34129926132,-487.5012945534394,0.17870614527906853,-62.822748940618304,-0.13502182841067403,1.7873131327274585
8,-102665.46711012739,-281.9151795661945,0.050634662518509545,-31.367530083395604,0.40142415568050005,0.9565431091727244
9,-423568.09748425975,-1164.0840165349102,-0.7927346502765292,-68.1869129785605,-0.35297045000653354,10.120978015869762
10,-201489.42113459276,-652.1392942848738,0.39358732190256424,-27.079827393157412,-0.22147851504383803,4.4039367678472505
11,-357416.1563529233,-950.2710573027786,-8.212720969003101,-41.554948813740445,1.2053831727788504,0.7382017472963417
12,-132576.7726733141,-475.2260226315607,-8.638289517262645,-19.709209048832562,0.2265952834214636,3.359549004802603
13,-107545.09484776395,-468.9040517368382,-3.916576764949653,-16.646332306429894,-0.34686281727416457,6.934109145912574
14,-153651.66862698615,-1224.138888891382,-5.583228521885866,-13.049860030401796,2.503073870755276,4.656624199663059
15,-291773.54567023326,-2201.158580068925,-15.194688459717705,-5.298779571370448,9.143172466406218,33.10392891314922
16,-153474.3059843323,-528.5042503621621,-14.040738911147894,-2.7225274849673666,8.653560606546472,18.355603709752277
17,-212158.5584239031,-1076.0780768047816,-14.051242132650298,-4.624364518410101,7.690950857825619,18.597093956583606
18,-342292.5177877156,-1487.5985540878135,-29.715988985314045,-5.394999447942566,3.240213038183282,20.147958127315576
19,-241214.70831248464,-1008.4289691052239,-62.5587334769097,-3.396275278786838,4.218190483017409,10.890341439667045
20,-15022.802730815014,-249.20479350524087,-18.507062873225255,-0.31098617535738915,2.2231341848530177,0.0
21,15022.802730815018,-397.7390445787045,-19.319477933555923,-1.4848169125080892,6.371939211442866,0.5644042328068374
22,-25562.418208522013,-556.4088396544048,-22.19098256336226,-0.6412284779318769,-1.143150490351151,0.02589138652066028
23,-24144.063293604526,-379.46432299948833,-41.57385600841657,0.24268757330389712,3.569768298803593,0.12082647042974794
24,-18765.03369367727,-50.22255789771985,-27.19817849010313,0.31194012079179767,1.0187309418100043,0.16635532333438685
25,-39681.94466543885,-320.3145390893718,-23.18354787483473,-1.385086966591831,0.5994246159338743,-2.288198757850521
26,-152751.68908329622,-629.7122579978954,-38.54286744037091,-2.3022846074824312,3.464310579931655,-3.6241528267664487
27,-9464.788501562683,-704.4102023707459,-25.365630331834332,-3.52080180073039,3.0961555132004093,0.9706989348914318
28,-216385.51427973385,-257.026098813115,-34.85214728392234,-1.7013384750013774,4.476116436008007,1.1169504840378057
29,-134915.60793208567,-271.36403736771854,-24.413391491016995,-2.155644119885033,6.016107220606535,1.0848988095845413
30,-121090.27446576474,-138.9600624758945,-48.22375782307056,-2.8193130372031394,8.669026832513907,1.7711633080503248
31,-59768.71510406847,-303.246092373219,-33.76397272236664,-1.4516999190828497,2.277157335022909,-0.824147086376023
32,-57290.62257182292,-132.74027504635166,,-2.5728357843802745,19.654849717196996,0.13249975406248982
33,-43664.892336566154,-642.7204747440136,-19.461396330125897,-1.5020951330427215,7.273177605482928,-5.170537670126554
34,-245281.71711969053,-287.0614049646081,-37.08143973609417,-0.15118797075923554,4.5386684006801845,2.5801336356883993
35,-341066.00977699406,-700.284823835767,-72.30596915764421,-3.035299340212201,5.22130417983308,-0.08397632938497562
36,-78691.35022609615,-183.88133265752225,-24.953298500158027,-0.45281621946162426,4.466675296056887,-0.04767080745521919
37,-226882.29307620204,-694.8845998989137,-50.961943416591474,-1.7444130553097066,5.796080042253849,2.1917166510012915
38,-444141.0716826748,-1116.1483471309289,-109.36744494879228,-2.793681845052047,8.688494056722032,6.030435681167503
39,-169003.85421861,-510.0400246570619,-30.50521247739785,-1.3201539857647766,3.890579292733971,-2.351337222779318
40,-262257.9301514623,-151.06962718827734,-38.768470193502075,-1.7037576657570412,7.6294339588773425,-3.8382265139903793
41,-101825.48701757795,-26.465471296272316,-19.8176952594394,-0.9734751628816667,3.2061133492082177,1.2853763777416887
42,-341620.58955947723,-428.8644259584371,-47.32504657793826,-1.6192912308446021,2.267264804929865,-0.6344329357130252
43,-203239.0668792491,-282.32817073826095,-37.231612471246336,-3.069582006854267,7.975179503056916,3.145888033932389
44,-101002.66930485141,-26.059308414500965,-15.416983083569798,-1.366986670810622,3.601848719023679,2.9908013392192365
45,-179732.25836690134,-5.731003053817751,-46.20260760007734,-1.6264033011593841,4.134860928402523,0.9712071651892757
46,-226601.37283970075,-267.027114164394,-13.455610625820121,-1.8749210537129366,2.9849845450253842,3.1476533746272493
47,-339949.769948803,-516.5637283792933,-40.50771600295318,-5.063512583615817,11.13640973347169,-2.150990700209347
48,-16457.74008162506,-116.90313242200811,-13.396031304070643,-1.0225958414680312,5.7635614512711175,1.3724314175086916
49,-318288.6789349552,-494.2003926404543,-53.26969161713553,-5.613563011713788,20.916448754287973,4.154823296096727
50,-167200.36546739223,-222.74740992392344,-25.00273029291438,-2.1418694929017463,9.919908749900268,-1.2743693735312633
51,-89729.30010872426,-352.84041156292903,-19.576015510029904,-2.4713635137773253,16.504365536241657,0.3379819616111611
52,44704.5779331869,-246.8616978892947,-10.917068093819138,-1.1935765985189213,8.885672154632774,0.31626278432436816
53,-74493.062913821,-128.25363690989636,-14.052936533050472,-0.7003017820050313,12.81187602445691,-0.19027669881952602
54,-89557.51355042588,-185.1285004967453,-14.440549224346663,-1.6092144807478297,8.360982167534344,-0.006081976621622467
55,-1748.017190567703,-496.88119022106775,-13.590573100374183,-1.9619820749733528,16.1779758539804,-0.3119162312519754
56,-5090.885107922731,-29.53785275213457,-4.02046599871277,-0.8094283619381235,9.71247731773804,1.455609079175885
57,-90349.0593192169,-111.94647844237923,-13.049865966092378,-1.0197641096355234,10.99502376734839,-0.49906597000316055
58,-157156.72851806364,-85.88496420071473,-13.557437258499236,-0.8911660660283982,7.80852921520996,-0.09122964932433701
59,28181.54749829991,-96.32835813575709,-2.276543981863057,-1.391854130985314,5.590071627479752,-0.14556090791758855
60,74982.16866193019,-103.83317223354976,0.3649185972973477,-0.5834441001166493,0.6083920163773233,0.12945693260330135
61,-139579.58564841436,-132.1946243037146,-2.6594192511303607,-0.8722982038077517,11.478660499590532,-0.10477074480177397
62,-23063.05083542197,-124.54751953294675,0.8317766166719349,-0.32371586182778,4.103356909487118,-0.1717320528557681
63,-18252.50607624893,-505.52514510661734,0.8062917611526244,-1.8647273349823743,6.7964700758231915,-0.211623773144713
64,29003.034837151496,-88.61879809709642,0.43668272375276534,-0.33595490048026033,4.268002808630626,-0.0
65,-161615.73821023921,-115.86918652880188,0.3481851780571883,-1.020874366113505,12.943622166562559,0.010397207708399178
66,-247010.7009376252,-213.97339974898145,-0.07298371945946966,-0.5164819156382068,3.03084764722864,0.0
67,-209725.11151364696,-342.36103883647064,-0.5604327556578679,-0.2007757863503259,15.33972750940529,-0.23401573558361222
68,-135989.74781516352,-94.09881494522688,-0.29818879797456005,-0.9825361284437226,9.507328338972853,0.7278045395879424
69,49210.310046033366,-284.1811834920093,0.02432790648648987,-0.7590010253958015,13.171235579519237,0.48744903619839774
70,-40415.386893946714,-272.6435353329173,-0.3411449875874759,-1.7772363473426303,14.803240329781378,0.8711009663877668
71,-155877.74842289014,-517.9181070015192,-0.26741253247150637,-4.874726967922696,12.11073603036652,3.97845643971775
72,-118710.41614130585,-186.97009889430458,0.2807703265352376,-3.027362425412504,2.152491406809894,-0.4498476088736525
73,26700.72242303702,-238.54465233583278,0.0,-5.094839449316585,9.207649257004967,5.698105470883611
74,-118708.11674257665,-5.942073206491532,0.4512232190328824,-1.9619766188047203,5.563953147048189,0.2256116095164411
75,-13466.400127635354,-217.61488079192026,3.3306690738754566e-17,-5.098678706062879,8.296266048964283,-1.525376722250417
76,-97991.8628999231,26.679234979752295,-0.2687639203842096,-0.8911658575899424,1.2916569091170704,-0.18636799873410004
77,-113228.07528211166,-87.42143136174394,0.6017802510596825,-4.451937990486593,2.741636774930143,1.220627475802716
78,-163239.33302865314,-291.28428791896226,-0.05230601614343342,-4.807187875786012,2.1234452256736853,2.0025804441205564
79,-180038.8007219664,-172.6855021271537,0.9540971936647458,-5.803915663994735,5.246437736763886,-6.966379038776561
80,-54739.520083431766,-76.58524237534155,-0.2190394944776243,-6.8195948926953385,8.316366877089344,0.37429947750237036
81,-6756.639564926736,-17.110566318789566,-0.33364089786093176,-8.05554893792943,8.746335459537937,0.0
82,82407.24467078965,-152.2095017118982,0.026678869975339872,-5.851708558203867,5.371880171402644,0.05837730447165939
83,119578.61185407301,-59.90455088501406,-4.6728174899489145,4.488602821424849,4.395920398516335,0.3172214015957567
84,45934.404155512304,-96.5964108074842,-0.07861684671190153,-6.566492794853802,5.040700463826824,-0.09731162594595948
85,20011.19376012464,-15.169862169673005,-0.3205904163054106,-2.628375250866539,8.741260722033314,-0.6216979751083921
86,111074.33129820591,-151.52335955380275,-1.9141998689964894,-5.081112275928586,11.527546054890601,-0.9565431091727244
87,70995.13582626091,-13.368407619394057,-7.5187336132852565,-3.1176421801760963,1.8405870454435012,-0.4158883083359672
88,88698.63124490296,0.0,-1.838885090857273,-0.8636406802703905,3.303924171156597,-0.758042479180996
89,194776.9984988647,-175.50344217581278,-4.772113926850818,15.576266629679736,2.8726474552045405,1.0778080523370626
90,16759.36746131637,-225.19209400763475,-0.7650468173491471,-4.655290829048865,2.1456620866218525,-0.0
91,87073.18977672826,-165.03718388619123,-8.082186043677691,0.7853720577933616,2.7392223931874535,0.3625420552604762
92,129132.77159080641,-46.997333368168064,-3.8077404428665536,-9.666791876191105,0.9901598237781913,0.0
93,160972.96808914907,-108.24548857723359,-4.2946864486909755,17.28576040836297,-0.2426672776749224,-0.060447090616267934
94,75003.68304069743,-343.28694383627607,-8.244947680893672,2.201204560154371,0.4584339150206508,0.029188652235829695
95,135801.24024212727,-601.4957516637389,-13.719912112125035,-24.375396353130917,3.9018897515457467,0.4585181751468782
96,55521.79895136733,-158.44766245613118,-5.969028574363696,-21.44016511697358,5.334941046020707,2.620096342516593
97,-283161.1804610044,-31.382574883736957,-3.458686075865193,-50.43598725830433,10.012924454985965,1.1460184759043046
98,101556.5493923314,-27.003976200003756,-9.570603006115686,-22.547118239163755,12.361631942102964,-0.12829998357048164
99,-365220.9413559076,-305.21119520545386,9.798799056283167,-52.428581518238424,12.843244113352037,-0.5084320840006717
100,-186187.3868789348,-58.14961012032774,-9.757974463517707,-50.11672085115408,13.54463818144631,2.5715739247907883
101,-48143.53434476088,-82.35534970805128,-3.521819286533424,-28.870776763866136,5.038009053703433,5.770411762861408
102,-124996.1584101304,-237.15115296092134,-4.604362210328593,-19.702667946592655,7.326044837328761,7.76098256693804
103,-280455.96395004325,-57.15833295567444,-13.510804470282391,-40.05790799595332,18.287467304848857,4.688578896316129
104,57898.575054336216,-177.8640685178763,0.11264433939536142,-25.482811582224492,3.5469074458156498,0.5198603854199588
105,-210985.18864470295,-354.7559297959563,-1.7429920029741999,-18.225270396463884,3.697209479806395,10.972915522062305
106,-208149.4732071939,-788.0589937900775,4.638240975557097,-14.530323893984235,3.7800376185254603,24.180604821716848
107,-243147.5847973717,-474.2844949840274,0.35558368397775597,-0.8723423474884152,3.224403917929857,100.45486033687493
108,-201003.901849986,-380.6281035015852,-45.24734560443531,-1.0465853844085207,15.241457643619656,-87.61239681133685
109,-209168.3883291321,-151.70793632003208,-68.38177897106895,-1.326790563178597,16.656971084899787,-28.99190668468833
110,32112.177375962572,-318.2556900948294,-56.310705004096434,-2.700705385938669,13.798880528208459,-6.7769902386235525
111,-223324.09471404637,-554.7813570895482,-73.85885049357394,-3.42915194980995,12.088109267424834,-4.705774090623637
112,-104201.3968424915,-118.24232278891185,-32.04814367225068,-1.3861734514886792,9.983240928562235,-1.9457431104482406
113,-220358.6320945397,-132.81436747647567,-38.7042507606914,-1.272394417871672,13.52929740716222,-7.132963522889735
114,176651.098797487,-215.56067784428876,-36.386314132826385,-1.9361443659844781,8.958576030366299,-15.395998028457797
115,-221835.4584503088,-211.1187644596047,-7.56552102395699,-1.7466547642077623,0.3622555259425803,-1.263795113572045
116,99528.12162038179,45.57400840398875,-17.39377979827544,-2.0505326044595056,-6.778591342755128,1.6442579391024148
117,9520.04835666177,-170.9030572025801,-1.9262764600947158,-1.0666825541443825,-4.373538701325286,-5.267397630514747
118,-66349.80245853198,-126.89552398190628,-2.964283093318849,-0.7408543324682324,-10.600070126103486,1.0252115975454175
119,-262790.2416237922,-179.18387686342575,0.9110225296871889,-0.0476996326150785,-5.184253254514735,2.7032740041837866
120,10005.744444879716,-305.66300057949024,-1.0028153738641812,0.1577713050487942,13.8840274463012,-0.5302575931283583
121,-15377.333263267563,-5.273442916574909,-3.5832046839685434,0.4990659700031607,20.4676011785244,0.15834343977691553
122,-154014.32815761844,-197.6904051164852,-10.289947219399922,4.344205764091017,45.43894456897699,-2.1427543504471576
123,-3853.458081001962,-279.1569196684763,-9.424177092313638,12.70453420118897,43.51011929743971,6.82787160144471e-17
