,PC1,PC2,PC3,PC4,PC5
131,3.6671031737935844,-0.2150878371064745,0.7093562320059702,-0.29973356944213797,-0.3336404114626977
132,3.602498386597948,0.08149825550125973,0.33970017807781094,-0.13832422200174505,-0.10852035728429472
133,3.7502076114400023,0.3183622103742654,0.538109312944676,-0.27669436267972,-0.2881417742517151
134,3.489627052835279,0.197565522397468,0.4429144628041375,0.2300633565667077,0.13668252098962855
135,3.4659296915362785,0.15565693083890073,0.573896053564048,0.25629857254988103,0.3151164202623683
136,3.441654970656667,0.4617240988510131,0.09407447806448799,0.3833444521513551,0.4993987291863878
137,3.2833918093388323,-0.004538583528491764,-0.18250156837029924,0.5797274086155525,0.8023031534991331
138,3.1304410993605125,0.48430929874594164,-0.012599669971145968,0.751676089206463,0.8946635061383066
139,3.177824538520995,0.40016438767475365,0.23291026979599208,0.6698930432821574,0.8401210831820979
140,3.2163208190296015,0.5084990715925672,-0.01992870876048598,0.6522711099821927,0.9142772530756865
141,3.2716815261160113,0.06528469535751324,0.2943638283076576,0.5122037395754321,0.8605107883853241
142,2.9901098902628687,0.008277835394460071,0.3392646195630198,0.6209839737342386,1.0164299711168485
143,2.992057959549565,0.3210966207889009,0.26543822062664363,0.17224958202267046,1.0006837480901336
144,2.7636917699746744,-0.5225736500464201,1.1867994169811673,0.07509591017825601,0.8108396389480345
145,2.6860482491139894,0.0873092259116445,0.09289941304988476,0.21817845113345283,1.2087334038218458
146,2.6355931094276768,0.09696255829999628,0.5040760706258378,0.22863240260434786,1.19092847857845
147,2.7022941949427235,-0.40843155555196886,0.6874092136720008,0.08935274352771781,1.1467165460633952
148,2.707001106454994,-0.0358120736212244,0.5266657801928805,0.1306870476336574,1.1988338792989297
149,2.848306965002326,0.3602738910405498,0.27903208118399087,0.04113030129299664,1.2435513496550314
150,2.840209428168974,0.1899384729703477,0.286485321138873,-0.08428286391167358,1.2340860488393857
151,2.7997411525340765,-0.0014443685343926884,0.33988212402861495,-0.30449778230213553,1.1820190911163388
