,inter_sent_economic_activity_x_gdp,inter_sent_financial_conditions_x_vix,inter_sent_labor_market_x_unemployment_gap,inter_sent_monetary_policy_x_implied_ffr,inter_sent_inflation_x_inflation_dev_from_target,inter_sent_macro_x_cfnai
0,10602.422570360013,-43.64902115647102,-0.7706385361543437,-17.636400726582544,-0.9352602851450585,-0.3609785752263058
1,-14321.579069437335,-43.16301383231349,0.7010513966927644,-5.913379620959727,-0.6624693724048897,-0.034521848694213694
2,-17045.75419742995,-22.419186175321855,1.6978448280425755,-11.137430277032395,-0.185837398409739,0.06931471805599453
3,6949.587100726609,-108.20824653253756,0.44919836818907166,-3.635556962036913,0.005690808228787047,-0.021972245773362202
4,10095.07663589517,-65.85768894219984,-0.4910536307126034,4.273540488886267,0.013580365470225451,-0.048520302639196176
5,-46151.57712829235,-89.52120390674068,0.5014452159257303,-14.08172021665756,-0.11241638284245381,0.11561487031584658
6,-88730.99140766694,-285.6211240099712,0.7623508774061722,-45.486093756561424,-0.38610370097158575,0.2966253179403897
7,-50242.44709975377,-162.50043151781313,0.05956871509302284,-20.940916313539436,-0.045007276136891344,0.5957710442424862
8,-34221.822370042464,-93.97172652206484,0.01687822083950318,-10.455843361131867,0.13380805189350004,0.31884770305757487
9,-141189.3658280866,-388.02800551163676,-0.2642448834255097,-22.7289709928535,-0.11765681666884449,3.373659338623254
10,-67163.14037819758,-217.3797647616246,0.1311957739675214,-9.02660913105247,-0.07382617168127933,1.4679789226157502
11,-119138.71878430778,-316.7570191009262,-2.7375736563343667,-13.851649604580148,0.4017943909262835,0.24606724909878055
12,-44192.257557771365,-158.40867421052022,-2.879429839087549,-6.569736349610854,0.07553176114048786,1.1198496682675343
13,-35848.36494925465,-156.30135057894606,-1.3055255883165509,-5.548777435476631,-0.11562093909138818,2.311369715304191
14,-51217.22287566205,-408.04629629712736,-1.8610761739619552,-4.3499533434672655,0.8343579569184253,1.552208066554353
15,-97257.84855674443,-733.7195266896416,-5.064896153239235,-1.7662598571234829,3.0477241554687398,11.034642971049742
16,-51158.10199477744,-176.16808345405406,-4.680246303715965,-0.9075091616557888,2.884520202182157,6.1185345699174265
17,-70719.51947463438,-358.6926922682605,-4.683747377550099,-1.5414548394700338,2.5636502859418733,6.199031318861202
18,-114097.50592923853,-495.8661846959379,-9.905329661771349,-1.7983331493141888,1.0800710127277606,6.715986042438526
19,-80404.90277082821,-336.1429897017413,-20.8529111589699,-1.1320917595956126,1.4060634943391364,3.6301138132223487
20,-5007.600910271672,-83.06826450174697,-6.169020957741752,-0.10366205845246305,0.7410447282843393,0.0
21,5007.600910271673,-132.57968152623482,-6.439825977851975,-0.4949389708360297,2.123979737147622,0.18813474426894577
22,-8520.806069507338,-185.46961321813492,-7.39699418778742,-0.21374282597729227,-0.3810501634503836,0.008630462173553427
23,-8048.021097868175,-126.4881076664961,-13.857952002805524,0.0808958577679657,1.1899227662678642,0.04027549014324931
24,-6255.011231225756,-16.740852632573286,-9.066059496701042,0.10398004026393255,0.33957698060333474,0.055451774444795626
25,-13227.314888479617,-106.77151302979061,-7.727849291611577,-0.46169565553061037,0.19980820531129143,-0.762732919283507
26,-50917.22969443208,-209.9040859992985,-12.847622480123638,-0.7674282024941438,1.1547701933105516,-1.2080509422554828
27,-3154.929500520894,-234.80340079024865,-8.455210110611445,-1.1736006002434636,1.0320518377334698,0.3235663116304772
28,-72128.50475991129,-85.67536627103834,-11.617382427974116,-0.5671128250004591,1.4920388120026689,0.37231682801260185
29,-44971.86931069523,-90.45467912257284,-8.137797163672332,-0.7185480399616777,2.0053690735355114,0.3616329365281804
30,-40363.42482192158,-46.320020825298165,-16.07458594102352,-0.9397710124010464,2.889675610837969,0.5903877693501082
31,-19922.905034689487,-101.08203079107302,-11.254657574122211,-0.4838999730276165,0.7590524450076364,-0.2747156954586743
32,-19096.87419060764,-44.246758348783885,,-0.857611928126758,6.5516165723989985,0.0441665846874966
33,-14554.964112188718,-214.24015824800452,-6.487132110041966,-0.5006983776809072,2.424392535160976,-1.7235125567088512
34,-81760.57237323017,-95.68713498820269,-12.360479912031389,-0.05039599025307851,1.5128894668933948,0.8600445452294664
35,-113688.66992566468,-233.42827461192232,-24.10198971921474,-1.0117664467374003,1.7404347266110267,-0.027992109794991876
36,-26230.450075365385,-61.29377755250741,-8.317766166719343,-0.15093873982054143,1.4888917653522957,-0.01589026915173973
37,-75627.43102540069,-231.62819996630458,-16.98731447219716,-0.5814710184365689,1.9320266807512834,0.7305722170004305
38,-148047.02389422493,-372.049449043643,-36.45581498293077,-0.9312272816840155,2.896164685574011,2.010145227055834
39,-56334.61807287001,-170.01334155235398,-10.168404159132617,-0.44005132858825885,1.296859764244657,-0.7837790742597727
40,-87419.31005048743,-50.35654239609245,-12.922823397834023,-0.5679192219190138,2.543144652959114,-1.2794088379967932
41,-33941.82900585932,-8.821823765424105,-6.605898419813133,-0.32449172096055556,1.0687044497360725,0.4284587925805629
42,-113873.52985315907,-142.95480865281237,-15.77501552597942,-0.5397637436148673,0.7557549349766215,-0.21147764523767507
43,-67746.35562641636,-94.10939024608699,-12.410537490415445,-1.0231940022847557,2.658393167685639,1.0486293446441297
44,-33667.55643495047,-8.686436138166988,-5.1389943611899325,-0.4556622236035406,1.2006162396745597,0.9969337797397455
45,-59910.75278896711,-1.9103343512725839,-15.40086920002578,-0.5421344337197948,1.3782869761341743,0.32373572172975856
46,-75533.79094656692,-89.009038054798,-4.485203541940041,-0.6249736845709789,0.9949948483417947,1.0492177915424166
47,-113316.58998293434,-172.1879094597644,-13.502572000984395,-1.687837527871939,3.712136577823896,-0.7169969000697825
48,-5485.913360541687,-38.96771080733604,-4.465343768023548,-0.3408652804893438,1.9211871504237061,0.4574771391695639
49,-106096.22631165174,-164.73346421348478,-17.756563872378507,-1.871187670571263,6.972149584762657,1.384941098698909
50,-55733.45515579741,-74.24913664130781,-8.33424343097146,-0.7139564976339154,3.3066362499667554,-0.4247897911770878
51,-29909.766702908088,-117.61347052097635,-6.525338503343302,-0.8237878379257751,5.50145517874722,0.11266065387038704
52,14901.525977728967,-82.28723262976489,-3.639022697939713,-0.3978588661729738,2.961890718210925,0.10542092810812272
53,-24831.02097127367,-42.751212303298786,-4.684312177683491,-0.23343392733501048,4.270625341485636,-0.06342556627317535
54,-29852.504516808625,-61.70950016558176,-4.813516408115555,-0.5364048269159433,2.7869940558447817,-0.0020273255405408226
55,-582.6723968559011,-165.6270634070226,-4.530191033458061,-0.6539940249911176,5.392658617993466,-0.1039720770839918
56,-1696.9617026409105,-9.84595091737819,-1.3401553329042568,-0.2698094539793745,3.2374924392460134,0.48520302639196167
57,-30116.353106405637,-37.315492814126415,-4.349955322030794,-0.3399213698785078,3.665007922449463,-0.16635532333438685
58,-52385.576172687885,-28.628321400238242,-4.5191457528330785,-0.2970553553427994,2.602843071736653,-0.030409883108112337
59,9393.84916609997,-32.109452711919026,-0.7588479939543523,-0.4639513769951047,1.8633572091599173,-0.04852030263919618
