model_label,n_obs,r2,adj_r2,aic,bic,f_stat,f_pvalue,oos_rmse_60,oos_rmse_70,oos_rmse_80,oos_rmse_90
Gardner_minutes_zscore__4g_novelty_ev2.5,150,0.9675,0.9649,200.74,236.87,499.422,0.0,,,0.526685,
Gardner_minutes_zscore__4a_total_sent_ev3.0,151,0.9686,0.9672,189.1,210.22,1009.8822,0.0,,,0.533,
Gardner_minutes_zscore__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_minutes_zscore__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_minutes_zscore__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_minutes_zscore__4b_consensus_ev3.0,151,0.9741,0.9723,167.56,200.75,678.7804,0.0,,,0.480313,
Gardner_minutes_zscore__4b_consensus_matched_interactions_ev3.0,151,0.9716,0.9696,181.58,214.77,621.1129,0.0,,,0.548806,
Gardner_minutes_zscore__4c_all_topics_ev3.0,151,0.9697,0.9676,191.44,224.63,675.1743,0.0,,,0.515918,
Gardner_minutes_zscore__4d_topic_pca_ev3.0,151,0.9698,0.9677,190.91,224.1,706.7745,0.0,,,0.524206,
Gardner_minutes_zscore__4e_total_interactions_ev3.0,151,0.9749,0.9729,165.07,201.28,644.5362,0.0,,,0.488407,
Gardner_minutes_zscore__4f_matched_interactions_ev3.0,151,0.9741,0.9722,167.97,201.16,767.1513,0.0,,,0.445668,
Gardner_minutes_zscore__4g_novelty_ev3.0,150,0.9675,0.9649,200.74,236.87,499.422,0.0,,,0.526685,
Gardner_speeches_wordcount__4a_total_sent_ev1.0,151,0.9681,0.9668,191.08,212.2,1079.5201,0.0,,,0.533295,
Gardner_speeches_wordcount__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_consensus_ev1.0,151,0.9692,0.967,193.95,227.14,584.6629,0.0,,,0.520136,
Gardner_speeches_wordcount__4b_consensus_matched_interactions_ev1.0,151,0.9691,0.9669,194.31,227.5,605.173,0.0,,,0.520595,
Gardner_speeches_wordcount__4c_all_topics_ev1.0,151,0.9689,0.9667,195.43,228.62,658.3975,0.0,,,0.561619,
Gardner_speeches_wordcount__4d_topic_pca_ev1.0,151,0.969,0.9668,195.05,228.24,678.911,0.0,,,0.544905,
Gardner_speeches_wordcount__4e_total_interactions_ev1.0,151,0.9725,0.9703,179.01,215.22,705.402,0.0,,,0.427894,
Gardner_speeches_wordcount__4f_matched_interactions_ev1.0,151,0.9715,0.9694,182.38,215.57,697.4407,0.0,,,0.473811,
Gardner_speeches_wordcount__4g_novelty_ev1.0,150,0.9678,0.9655,197.2,230.32,551.1029,0.0,,,0.515577,
Gardner_speeches_wordcount__4a_total_sent_ev1.5,151,0.9681,0.9668,191.08,212.2,1079.5201,0.0,,,0.533295,
Gardner_speeches_wordcount__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_consensus_ev1.5,151,0.9692,0.967,193.95,227.14,584.6627,0.0,,,0.520136,
Gardner_speeches_wordcount__4b_consensus_matched_interactions_ev1.5,151,0.9691,0.9669,194.31,227.5,605.1729,0.0,,,0.520595,
Gardner_speeches_wordcount__4c_all_topics_ev1.5,151,0.9689,0.9667,195.43,228.62,658.3913,0.0,,,0.561619,
Gardner_speeches_wordcount__4d_topic_pca_ev1.5,151,0.969,0.9668,195.05,228.24,678.911,0.0,,,0.544905,
Gardner_speeches_wordcount__4e_total_interactions_ev1.5,151,0.9725,0.9703,179.01,215.22,705.402,0.0,,,0.427894,
Gardner_speeches_wordcount__4f_matched_interactions_ev1.5,151,0.9715,0.9694,182.38,215.57,697.4455,0.0,,,0.473811,
Gardner_speeches_wordcount__4g_novelty_ev1.5,150,0.9678,0.9655,197.2,230.32,551.1029,0.0,,,0.515577,
Gardner_speeches_wordcount__4a_total_sent_ev2.0,151,0.9681,0.9668,191.08,212.2,1079.5201,0.0,,,0.533295,
Gardner_speeches_wordcount__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_consensus_ev2.0,151,0.9692,0.967,193.95,227.14,584.6627,0.0,,,0.520136,
Gardner_speeches_wordcount__4b_consensus_matched_interactions_ev2.0,151,0.9691,0.9669,194.31,227.5,605.173,0.0,,,0.520595,
Gardner_speeches_wordcount__4c_all_topics_ev2.0,151,0.9689,0.9667,195.43,228.62,658.3997,0.0,,,0.561619,
Gardner_speeches_wordcount__4d_topic_pca_ev2.0,151,0.969,0.9668,195.05,228.24,678.911,0.0,,,0.544905,
Gardner_speeches_wordcount__4e_total_interactions_ev2.0,151,0.9725,0.9703,179.01,215.22,705.402,0.0,,,0.427894,
Gardner_speeches_wordcount__4f_matched_interactions_ev2.0,151,0.9715,0.9694,182.38,215.57,697.4513,0.0,,,0.473811,
Gardner_speeches_wordcount__4g_novelty_ev2.0,150,0.9678,0.9655,197.2,230.32,551.1029,0.0,,,0.515577,
Gardner_speeches_wordcount__4a_total_sent_ev2.5,151,0.9681,0.9668,191.08,212.2,1079.5201,0.0,,,0.533295,
Gardner_speeches_wordcount__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_consensus_ev2.5,151,0.9692,0.967,193.95,227.14,584.6627,0.0,,,0.520136,
Gardner_speeches_wordcount__4b_consensus_matched_interactions_ev2.5,151,0.9691,0.9669,194.31,227.5,605.1729,0.0,,,0.520595,
Gardner_speeches_wordcount__4c_all_topics_ev2.5,151,0.9689,0.9667,195.43,228.62,658.3914,0.0,,,0.561619,
Gardner_speeches_wordcount__4d_topic_pca_ev2.5,151,0.969,0.9668,195.05,228.24,678.911,0.0,,,0.544905,
Gardner_speeches_wordcount__4e_total_interactions_ev2.5,151,0.9725,0.9703,179.01,215.22,705.402,0.0,,,0.427894,
Gardner_speeches_wordcount__4f_matched_interactions_ev2.5,151,0.9715,0.9694,182.38,215.57,697.4504,0.0,,,0.473811,
Gardner_speeches_wordcount__4g_novelty_ev2.5,150,0.9678,0.9655,197.2,230.32,551.1029,0.0,,,0.515577,
Gardner_speeches_wordcount__4a_total_sent_ev3.0,151,0.9681,0.9668,191.08,212.2,1079.5201,0.0,,,0.533295,
Gardner_speeches_wordcount__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_wordcount__4b_consensus_ev3.0,151,0.9692,0.967,193.95,227.14,584.6627,0.0,,,0.520136,
Gardner_speeches_wordcount__4b_consensus_matched_interactions_ev3.0,151,0.9691,0.9669,194.31,227.5,605.1729,0.0,,,0.520595,
Gardner_speeches_wordcount__4c_all_topics_ev3.0,151,0.9689,0.9667,195.43,228.62,658.3921,0.0,,,0.561619,
Gardner_speeches_wordcount__4d_topic_pca_ev3.0,151,0.969,0.9668,195.05,228.24,678.911,0.0,,,0.544905,
Gardner_speeches_wordcount__4e_total_interactions_ev3.0,151,0.9725,0.9703,179.01,215.22,705.402,0.0,,,0.427894,
Gardner_speeches_wordcount__4f_matched_interactions_ev3.0,151,0.9715,0.9694,182.38,215.57,697.4492,0.0,,,0.473811,
Gardner_speeches_wordcount__4g_novelty_ev3.0,150,0.9678,0.9655,197.2,230.32,551.1029,0.0,,,0.515577,
Gardner_speeches_zscore__4a_total_sent_ev1.0,151,0.9683,0.967,190.46,211.58,1079.2021,0.0,,,0.530664,
Gardner_speeches_zscore__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_consensus_ev1.0,151,0.9688,0.9666,195.96,229.15,602.5176,0.0,,,0.532744,
Gardner_speeches_zscore__4b_consensus_matched_interactions_ev1.0,151,0.9691,0.9669,194.24,227.43,659.1825,0.0,,,0.525201,
Gardner_speeches_zscore__4c_all_topics_ev1.0,151,0.9695,0.9673,192.4,225.59,637.4073,0.0,,,0.538763,
Gardner_speeches_zscore__4d_topic_pca_ev1.0,151,0.9694,0.9672,193.16,226.35,677.5416,0.0,,,0.514671,
Gardner_speeches_zscore__4e_total_interactions_ev1.0,151,0.9721,0.9699,181.2,217.41,706.2406,0.0,,,0.513925,
Gardner_speeches_zscore__4f_matched_interactions_ev1.0,151,0.9714,0.9694,182.78,215.97,702.6679,0.0,,,0.488005,
Gardner_speeches_zscore__4g_novelty_ev1.0,150,0.9677,0.9652,199.69,235.82,519.5128,0.0,,,0.521895,
Gardner_speeches_zscore__4a_total_sent_ev1.5,151,0.9683,0.967,190.46,211.58,1079.2021,0.0,,,0.530664,
Gardner_speeches_zscore__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_consensus_ev1.5,151,0.9688,0.9666,195.96,229.15,602.5176,0.0,,,0.532744,
Gardner_speeches_zscore__4b_consensus_matched_interactions_ev1.5,151,0.9691,0.9669,194.24,227.43,659.1825,0.0,,,0.525201,
Gardner_speeches_zscore__4c_all_topics_ev1.5,151,0.9695,0.9673,192.4,225.59,637.4073,0.0,,,0.538763,
Gardner_speeches_zscore__4d_topic_pca_ev1.5,151,0.9694,0.9672,193.16,226.35,677.5416,0.0,,,0.514671,
Gardner_speeches_zscore__4e_total_interactions_ev1.5,151,0.9721,0.9699,181.2,217.41,706.2406,0.0,,,0.513925,
Gardner_speeches_zscore__4f_matched_interactions_ev1.5,151,0.9714,0.9694,182.78,215.97,702.6679,0.0,,,0.488005,
Gardner_speeches_zscore__4g_novelty_ev1.5,150,0.9677,0.9652,199.69,235.82,519.5128,0.0,,,0.521895,
Gardner_speeches_zscore__4a_total_sent_ev2.0,151,0.9683,0.967,190.46,211.58,1079.2021,0.0,,,0.530664,
Gardner_speeches_zscore__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_consensus_ev2.0,151,0.9688,0.9666,195.96,229.15,602.5176,0.0,,,0.532744,
Gardner_speeches_zscore__4b_consensus_matched_interactions_ev2.0,151,0.9691,0.9669,194.24,227.43,659.1825,0.0,,,0.525201,
Gardner_speeches_zscore__4c_all_topics_ev2.0,151,0.9695,0.9673,192.4,225.59,637.4073,0.0,,,0.538763,
Gardner_speeches_zscore__4d_topic_pca_ev2.0,151,0.9694,0.9672,193.16,226.35,677.5416,0.0,,,0.514671,
Gardner_speeches_zscore__4e_total_interactions_ev2.0,151,0.9721,0.9699,181.2,217.41,706.2406,0.0,,,0.513925,
Gardner_speeches_zscore__4f_matched_interactions_ev2.0,151,0.9714,0.9694,182.78,215.97,702.6679,0.0,,,0.488005,
Gardner_speeches_zscore__4g_novelty_ev2.0,150,0.9677,0.9652,199.69,235.82,519.5128,0.0,,,0.521895,
Gardner_speeches_zscore__4a_total_sent_ev2.5,151,0.9683,0.967,190.46,211.58,1079.2021,0.0,,,0.530664,
Gardner_speeches_zscore__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_consensus_ev2.5,151,0.9688,0.9666,195.96,229.15,602.5176,0.0,,,0.532744,
Gardner_speeches_zscore__4b_consensus_matched_interactions_ev2.5,151,0.9691,0.9669,194.24,227.43,659.1825,0.0,,,0.525201,
Gardner_speeches_zscore__4c_all_topics_ev2.5,151,0.9695,0.9673,192.4,225.59,637.4073,0.0,,,0.538763,
Gardner_speeches_zscore__4d_topic_pca_ev2.5,151,0.9694,0.9672,193.16,226.35,677.5416,0.0,,,0.514671,
Gardner_speeches_zscore__4e_total_interactions_ev2.5,151,0.9721,0.9699,181.2,217.41,706.2406,0.0,,,0.513925,
Gardner_speeches_zscore__4f_matched_interactions_ev2.5,151,0.9714,0.9694,182.78,215.97,702.6679,0.0,,,0.488005,
Gardner_speeches_zscore__4g_novelty_ev2.5,150,0.9677,0.9652,199.69,235.82,519.5128,0.0,,,0.521895,
Gardner_speeches_zscore__4a_total_sent_ev3.0,151,0.9683,0.967,190.46,211.58,1079.2021,0.0,,,0.530664,
Gardner_speeches_zscore__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_speeches_zscore__4b_consensus_ev3.0,151,0.9688,0.9666,195.96,229.15,602.5176,0.0,,,0.532744,
Gardner_speeches_zscore__4b_consensus_matched_interactions_ev3.0,151,0.9691,0.9669,194.24,227.43,659.1825,0.0,,,0.525201,
Gardner_speeches_zscore__4c_all_topics_ev3.0,151,0.9695,0.9673,192.4,225.59,637.4073,0.0,,,0.538763,
Gardner_speeches_zscore__4d_topic_pca_ev3.0,151,0.9694,0.9672,193.16,226.35,677.5416,0.0,,,0.514671,
Gardner_speeches_zscore__4e_total_interactions_ev3.0,151,0.9721,0.9699,181.2,217.41,706.2406,0.0,,,0.513925,
Gardner_speeches_zscore__4f_matched_interactions_ev3.0,151,0.9714,0.9694,182.78,215.97,702.6679,0.0,,,0.488005,
Gardner_speeches_zscore__4g_novelty_ev3.0,150,0.9677,0.9652,199.69,235.82,519.5128,0.0,,,0.521895,
Gardner_press_conferences_wordcount__4a_total_sent_ev1.0,118,0.9712,0.9696,145.29,164.68,920.017,0.0,,,0.548722,
Gardner_press_conferences_wordcount__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_consensus_ev1.0,118,0.9714,0.9687,152.46,182.94,668.1307,0.0,,,0.494569,
Gardner_press_conferences_wordcount__4b_consensus_matched_interactions_ev1.0,118,0.9722,0.9696,149.14,179.62,609.0555,0.0,,,0.484522,
Gardner_press_conferences_wordcount__4c_all_topics_ev1.0,118,0.9736,0.9711,143.07,173.55,608.2914,0.0,,,0.541107,
Gardner_press_conferences_wordcount__4d_topic_pca_ev1.0,118,0.9728,0.9702,146.47,176.95,625.8087,0.0,,,0.621238,
Gardner_press_conferences_wordcount__4e_total_interactions_ev1.0,118,0.9798,0.9777,113.39,146.64,682.3377,0.0,,,0.495927,
Gardner_press_conferences_wordcount__4f_matched_interactions_ev1.0,118,0.9748,0.9724,137.59,168.06,613.3671,0.0,,,0.439438,
Gardner_press_conferences_wordcount__4g_novelty_ev1.0,117,0.9703,0.9675,155.94,186.32,496.3269,0.0,,,0.564464,
Gardner_press_conferences_wordcount__4a_total_sent_ev1.5,118,0.9712,0.9696,145.29,164.68,920.017,0.0,,,0.548722,
Gardner_press_conferences_wordcount__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_consensus_ev1.5,118,0.9714,0.9687,152.46,182.94,668.1306,0.0,,,0.494569,
Gardner_press_conferences_wordcount__4b_consensus_matched_interactions_ev1.5,118,0.9722,0.9696,149.14,179.62,609.0554,0.0,,,0.484522,
Gardner_press_conferences_wordcount__4c_all_topics_ev1.5,118,0.9736,0.9711,143.07,173.55,608.2712,0.0,,,0.541107,
Gardner_press_conferences_wordcount__4d_topic_pca_ev1.5,118,0.9728,0.9702,146.47,176.95,625.8087,0.0,,,0.621238,
Gardner_press_conferences_wordcount__4e_total_interactions_ev1.5,118,0.9798,0.9777,113.39,146.64,682.3378,0.0,,,0.495927,
Gardner_press_conferences_wordcount__4f_matched_interactions_ev1.5,118,0.9748,0.9724,137.59,168.06,613.3684,0.0,,,0.439438,
Gardner_press_conferences_wordcount__4g_novelty_ev1.5,117,0.9703,0.9675,155.94,186.32,496.3269,0.0,,,0.564464,
Gardner_press_conferences_wordcount__4a_total_sent_ev2.0,118,0.9712,0.9696,145.29,164.68,920.017,0.0,,,0.548722,
Gardner_press_conferences_wordcount__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_consensus_ev2.0,118,0.9714,0.9687,152.46,182.94,668.1306,0.0,,,0.494569,
Gardner_press_conferences_wordcount__4b_consensus_matched_interactions_ev2.0,118,0.9722,0.9696,149.14,179.62,609.0554,0.0,,,0.484522,
Gardner_press_conferences_wordcount__4c_all_topics_ev2.0,118,0.9736,0.9711,143.07,173.55,608.2843,0.0,,,0.541107,
Gardner_press_conferences_wordcount__4d_topic_pca_ev2.0,118,0.9728,0.9702,146.47,176.95,625.8087,0.0,,,0.621238,
Gardner_press_conferences_wordcount__4e_total_interactions_ev2.0,118,0.9798,0.9777,113.39,146.64,682.3378,0.0,,,0.495927,
Gardner_press_conferences_wordcount__4f_matched_interactions_ev2.0,118,0.9748,0.9724,137.59,168.06,613.3712,0.0,,,0.439438,
Gardner_press_conferences_wordcount__4g_novelty_ev2.0,117,0.9703,0.9675,155.94,186.32,496.3269,0.0,,,0.564464,
Gardner_press_conferences_wordcount__4a_total_sent_ev2.5,118,0.9712,0.9696,145.29,164.68,920.017,0.0,,,0.548722,
Gardner_press_conferences_wordcount__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_consensus_ev2.5,118,0.9714,0.9687,152.46,182.94,668.1305,0.0,,,0.494569,
Gardner_press_conferences_wordcount__4b_consensus_matched_interactions_ev2.5,118,0.9722,0.9696,149.14,179.62,609.0554,0.0,,,0.484522,
Gardner_press_conferences_wordcount__4c_all_topics_ev2.5,118,0.9736,0.9711,143.07,173.55,608.2747,0.0,,,0.541107,
Gardner_press_conferences_wordcount__4d_topic_pca_ev2.5,118,0.9728,0.9702,146.47,176.95,625.8087,0.0,,,0.621238,
Gardner_press_conferences_wordcount__4e_total_interactions_ev2.5,118,0.9798,0.9777,113.39,146.64,682.3377,0.0,,,0.495927,
Gardner_press_conferences_wordcount__4f_matched_interactions_ev2.5,118,0.9748,0.9724,137.59,168.06,613.3786,0.0,,,0.439438,
Gardner_press_conferences_wordcount__4g_novelty_ev2.5,117,0.9703,0.9675,155.94,186.32,496.3269,0.0,,,0.564464,
Gardner_press_conferences_wordcount__4a_total_sent_ev3.0,118,0.9712,0.9696,145.29,164.68,920.017,0.0,,,0.548722,
Gardner_press_conferences_wordcount__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_wordcount__4b_consensus_ev3.0,118,0.9714,0.9687,152.46,182.94,668.1305,0.0,,,0.494569,
Gardner_press_conferences_wordcount__4b_consensus_matched_interactions_ev3.0,118,0.9722,0.9696,149.14,179.62,609.0554,0.0,,,0.484522,
Gardner_press_conferences_wordcount__4c_all_topics_ev3.0,118,0.9736,0.9711,143.07,173.55,608.2769,0.0,,,0.541107,
Gardner_press_conferences_wordcount__4d_topic_pca_ev3.0,118,0.9728,0.9702,146.47,176.95,625.8087,0.0,,,0.621238,
Gardner_press_conferences_wordcount__4e_total_interactions_ev3.0,118,0.9798,0.9777,113.39,146.64,682.3377,0.0,,,0.495927,
Gardner_press_conferences_wordcount__4f_matched_interactions_ev3.0,118,0.9748,0.9724,137.59,168.06,613.3718,0.0,,,0.439438,
Gardner_press_conferences_wordcount__4g_novelty_ev3.0,117,0.9703,0.9675,155.94,186.32,496.3269,0.0,,,0.564464,
Gardner_press_conferences_zscore__4a_total_sent_ev1.0,118,0.9695,0.9679,151.9,171.3,858.6178,0.0,,,0.58357,
Gardner_press_conferences_zscore__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_consensus_ev1.0,118,0.9708,0.9681,154.7,185.18,611.0072,0.0,,,0.511199,
Gardner_press_conferences_zscore__4b_consensus_matched_interactions_ev1.0,118,0.9766,0.9744,128.86,159.34,755.5759,0.0,,,0.36548,
Gardner_press_conferences_zscore__4c_all_topics_ev1.0,118,0.9726,0.9701,147.07,177.54,672.215,0.0,,,0.545968,
Gardner_press_conferences_zscore__4d_topic_pca_ev1.0,118,0.9718,0.9692,150.55,181.03,584.2512,0.0,,,0.626859,
Gardner_press_conferences_zscore__4e_total_interactions_ev1.0,118,0.9791,0.9769,117.46,150.71,602.6811,0.0,,,0.580457,
Gardner_press_conferences_zscore__4f_matched_interactions_ev1.0,118,0.9766,0.9745,128.45,158.92,585.3275,0.0,,,0.417636,
Gardner_press_conferences_zscore__4g_novelty_ev1.0,117,0.9701,0.9669,158.94,192.09,450.1129,0.0,,,0.569392,
Gardner_press_conferences_zscore__4a_total_sent_ev1.5,118,0.9695,0.9679,151.9,171.3,858.6178,0.0,,,0.58357,
Gardner_press_conferences_zscore__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_consensus_ev1.5,118,0.9708,0.9681,154.7,185.18,611.0072,0.0,,,0.511199,
Gardner_press_conferences_zscore__4b_consensus_matched_interactions_ev1.5,118,0.9766,0.9744,128.86,159.34,755.5759,0.0,,,0.36548,
Gardner_press_conferences_zscore__4c_all_topics_ev1.5,118,0.9726,0.9701,147.07,177.54,672.215,0.0,,,0.545968,
Gardner_press_conferences_zscore__4d_topic_pca_ev1.5,118,0.9718,0.9692,150.55,181.03,584.2512,0.0,,,0.626859,
Gardner_press_conferences_zscore__4e_total_interactions_ev1.5,118,0.9791,0.9769,117.46,150.71,602.6811,0.0,,,0.580457,
Gardner_press_conferences_zscore__4f_matched_interactions_ev1.5,118,0.9766,0.9745,128.45,158.92,585.3275,0.0,,,0.417636,
Gardner_press_conferences_zscore__4g_novelty_ev1.5,117,0.9701,0.9669,158.94,192.09,450.1129,0.0,,,0.569392,
Gardner_press_conferences_zscore__4a_total_sent_ev2.0,118,0.9695,0.9679,151.9,171.3,858.6178,0.0,,,0.58357,
Gardner_press_conferences_zscore__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_consensus_ev2.0,118,0.9708,0.9681,154.7,185.18,611.0072,0.0,,,0.511199,
Gardner_press_conferences_zscore__4b_consensus_matched_interactions_ev2.0,118,0.9766,0.9744,128.86,159.34,755.5759,0.0,,,0.36548,
Gardner_press_conferences_zscore__4c_all_topics_ev2.0,118,0.9726,0.9701,147.07,177.54,672.215,0.0,,,0.545968,
Gardner_press_conferences_zscore__4d_topic_pca_ev2.0,118,0.9718,0.9692,150.55,181.03,584.2512,0.0,,,0.626859,
Gardner_press_conferences_zscore__4e_total_interactions_ev2.0,118,0.9791,0.9769,117.46,150.71,602.6811,0.0,,,0.580457,
Gardner_press_conferences_zscore__4f_matched_interactions_ev2.0,118,0.9766,0.9745,128.45,158.92,585.3275,0.0,,,0.417636,
Gardner_press_conferences_zscore__4g_novelty_ev2.0,117,0.9701,0.9669,158.94,192.09,450.1129,0.0,,,0.569392,
