model_label,n_obs,r2,adj_r2,aic,bic,f_stat,f_pvalue,oos_rmse_60,oos_rmse_70,oos_rmse_80,oos_rmse_90
Gardner_press_conferences_zscore__4a_total_sent_ev2.5,118,0.9695,0.9679,151.9,171.3,858.6178,0.0,,,0.58357,
Gardner_press_conferences_zscore__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_consensus_ev2.5,118,0.9708,0.9681,154.7,185.18,611.0072,0.0,,,0.511199,
Gardner_press_conferences_zscore__4b_consensus_matched_interactions_ev2.5,118,0.9766,0.9744,128.86,159.34,755.5759,0.0,,,0.36548,
Gardner_press_conferences_zscore__4c_all_topics_ev2.5,118,0.9726,0.9701,147.07,177.54,672.215,0.0,,,0.545968,
Gardner_press_conferences_zscore__4d_topic_pca_ev2.5,118,0.9718,0.9692,150.55,181.03,584.2512,0.0,,,0.626859,
Gardner_press_conferences_zscore__4e_total_interactions_ev2.5,118,0.9791,0.9769,117.46,150.71,602.6811,0.0,,,0.580457,
Gardner_press_conferences_zscore__4f_matched_interactions_ev2.5,118,0.9766,0.9745,128.45,158.92,585.3275,0.0,,,0.417636,
Gardner_press_conferences_zscore__4g_novelty_ev2.5,117,0.9701,0.9669,158.94,192.09,450.1129,0.0,,,0.569392,
Gardner_press_conferences_zscore__4a_total_sent_ev3.0,118,0.9695,0.9679,151.9,171.3,858.6178,0.0,,,0.58357,
Gardner_press_conferences_zscore__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_press_conferences_zscore__4b_consensus_ev3.0,118,0.9708,0.9681,154.7,185.18,611.0072,0.0,,,0.511199,
Gardner_press_conferences_zscore__4b_consensus_matched_interactions_ev3.0,118,0.9766,0.9744,128.86,159.34,755.5759,0.0,,,0.36548,
Gardner_press_conferences_zscore__4c_all_topics_ev3.0,118,0.9726,0.9701,147.07,177.54,672.215,0.0,,,0.545968,
Gardner_press_conferences_zscore__4d_topic_pca_ev3.0,118,0.9718,0.9692,150.55,181.03,584.2512,0.0,,,0.626859,
Gardner_press_conferences_zscore__4e_total_interactions_ev3.0,118,0.9791,0.9769,117.46,150.71,602.6811,0.0,,,0.580457,
Gardner_press_conferences_zscore__4f_matched_interactions_ev3.0,118,0.9766,0.9745,128.45,158.92,585.3275,0.0,,,0.417636,
Gardner_press_conferences_zscore__4g_novelty_ev3.0,117,0.9701,0.9669,158.94,192.09,450.1129,0.0,,,0.569392,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4a_total_sent_ev1.0,151,0.9681,0.9667,191.5,212.62,1012.9428,0.0,,,0.534667,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_ev1.0,151,0.9747,0.9729,164.35,197.54,760.4569,0.0,,,0.526919,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_matched_interactions_ev1.0,151,0.9708,0.9687,186.08,219.27,701.1471,0.0,,,0.54745,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4c_all_topics_ev1.0,151,0.9705,0.9684,187.23,220.42,651.5644,0.0,,,0.503955,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4d_topic_pca_ev1.0,151,0.9725,0.9706,176.75,209.94,785.8351,0.0,,,0.475554,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4e_total_interactions_ev1.0,151,0.977,0.9752,151.65,187.86,681.0823,0.0,,,0.485031,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4f_matched_interactions_ev1.0,151,0.9748,0.973,163.71,196.9,832.8542,0.0,,,0.401388,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4g_novelty_ev1.0,150,0.9679,0.9656,196.81,229.93,622.3125,0.0,,,0.521723,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4a_total_sent_ev1.5,151,0.9681,0.9667,191.5,212.62,1012.9428,0.0,,,0.534667,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_ev1.5,151,0.9747,0.9729,164.35,197.54,760.4569,0.0,,,0.526919,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_matched_interactions_ev1.5,151,0.9708,0.9687,186.08,219.27,701.1471,0.0,,,0.54745,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4c_all_topics_ev1.5,151,0.9705,0.9684,187.23,220.42,651.5644,0.0,,,0.503955,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4d_topic_pca_ev1.5,151,0.9725,0.9706,176.75,209.94,785.8351,0.0,,,0.475554,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4e_total_interactions_ev1.5,151,0.977,0.9752,151.65,187.86,681.0823,0.0,,,0.485031,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4f_matched_interactions_ev1.5,151,0.9748,0.973,163.71,196.9,832.8547,0.0,,,0.401388,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4g_novelty_ev1.5,150,0.9679,0.9656,196.81,229.93,622.3125,0.0,,,0.521723,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4a_total_sent_ev2.0,151,0.9681,0.9667,191.5,212.62,1012.9428,0.0,,,0.534667,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_ev2.0,151,0.9747,0.9729,164.35,197.54,760.4569,0.0,,,0.526919,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_matched_interactions_ev2.0,151,0.9708,0.9687,186.08,219.27,701.1471,0.0,,,0.54745,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4c_all_topics_ev2.0,151,0.9705,0.9684,187.23,220.42,651.5644,0.0,,,0.503955,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4d_topic_pca_ev2.0,151,0.9725,0.9706,176.75,209.94,785.8351,0.0,,,0.475554,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4e_total_interactions_ev2.0,151,0.977,0.9752,151.65,187.86,681.0823,0.0,,,0.485031,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4f_matched_interactions_ev2.0,151,0.9748,0.973,163.71,196.9,832.8547,0.0,,,0.401388,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4g_novelty_ev2.0,150,0.9679,0.9656,196.81,229.93,622.3125,0.0,,,0.521723,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4a_total_sent_ev2.5,151,0.9681,0.9667,191.5,212.62,1012.9428,0.0,,,0.534667,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_ev2.5,151,0.9747,0.9729,164.35,197.54,760.4569,0.0,,,0.526919,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_matched_interactions_ev2.5,151,0.9708,0.9687,186.08,219.27,701.1471,0.0,,,0.54745,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4c_all_topics_ev2.5,151,0.9705,0.9684,187.23,220.42,651.5644,0.0,,,0.503955,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4d_topic_pca_ev2.5,151,0.9725,0.9706,176.75,209.94,785.8351,0.0,,,0.475554,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4e_total_interactions_ev2.5,151,0.977,0.9752,151.65,187.86,681.0823,0.0,,,0.485031,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4f_matched_interactions_ev2.5,151,0.9748,0.973,163.71,196.9,832.8547,0.0,,,0.401388,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4g_novelty_ev2.5,150,0.9679,0.9656,196.81,229.93,622.3125,0.0,,,0.521723,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4a_total_sent_ev3.0,151,0.9681,0.9667,191.5,212.62,1012.9428,0.0,,,0.534667,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_ev3.0,151,0.9747,0.9729,164.35,197.54,760.4569,0.0,,,0.526919,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4b_consensus_matched_interactions_ev3.0,151,0.9708,0.9687,186.08,219.27,701.1471,0.0,,,0.54745,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4c_all_topics_ev3.0,151,0.9705,0.9684,187.23,220.42,651.5644,0.0,,,0.503955,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4d_topic_pca_ev3.0,151,0.9725,0.9706,176.75,209.94,785.8351,0.0,,,0.475554,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4e_total_interactions_ev3.0,151,0.977,0.9752,151.65,187.86,681.0823,0.0,,,0.485031,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4f_matched_interactions_ev3.0,151,0.9748,0.973,163.71,196.9,832.8547,0.0,,,0.401388,
Gardner_statements_minutes_speeches_press_conferences_wordcount__4g_novelty_ev3.0,150,0.9679,0.9656,196.81,229.93,622.3125,0.0,,,0.521723,
Gardner_statements_minutes_speeches_press_conferences_zscore__4a_total_sent_ev1.0,151,0.9682,0.9669,190.76,211.88,1020.0075,0.0,,,0.547003,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_consensus_ev1.0,151,0.9728,0.9709,175.14,208.33,635.6507,0.0,,,0.52937,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_consensus_matched_interactions_ev1.0,151,0.9703,0.9682,188.54,221.73,658.426,0.0,,,0.548774,
Gardner_statements_minutes_speeches_press_conferences_zscore__4c_all_topics_ev1.0,151,0.9694,0.9672,193.2,226.39,684.0282,0.0,,,0.520386,
Gardner_statements_minutes_speeches_press_conferences_zscore__4d_topic_pca_ev1.0,151,0.9699,0.9678,190.4,223.59,694.2411,0.0,,,0.508103,
Gardner_statements_minutes_speeches_press_conferences_zscore__4e_total_interactions_ev1.0,151,0.9765,0.9746,155.15,191.36,731.969,0.0,,,0.445335,
Gardner_statements_minutes_speeches_press_conferences_zscore__4f_matched_interactions_ev1.0,151,0.9763,0.9746,154.6,187.79,854.624,0.0,,,0.440014,
Gardner_statements_minutes_speeches_press_conferences_zscore__4g_novelty_ev1.0,150,0.9677,0.9651,199.99,236.12,549.6155,0.0,,,0.528899,
Gardner_statements_minutes_speeches_press_conferences_zscore__4a_total_sent_ev1.5,151,0.9682,0.9669,190.76,211.88,1020.0075,0.0,,,0.547003,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_consensus_ev1.5,151,0.9728,0.9709,175.14,208.33,635.6507,0.0,,,0.52937,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_consensus_matched_interactions_ev1.5,151,0.9703,0.9682,188.54,221.73,658.426,0.0,,,0.548774,
Gardner_statements_minutes_speeches_press_conferences_zscore__4c_all_topics_ev1.5,151,0.9694,0.9672,193.2,226.39,684.0282,0.0,,,0.520386,
Gardner_statements_minutes_speeches_press_conferences_zscore__4d_topic_pca_ev1.5,151,0.9699,0.9678,190.4,223.59,694.2411,0.0,,,0.508103,
Gardner_statements_minutes_speeches_press_conferences_zscore__4e_total_interactions_ev1.5,151,0.9765,0.9746,155.15,191.36,731.969,0.0,,,0.445335,
Gardner_statements_minutes_speeches_press_conferences_zscore__4f_matched_interactions_ev1.5,151,0.9763,0.9746,154.6,187.79,854.624,0.0,,,0.440014,
Gardner_statements_minutes_speeches_press_conferences_zscore__4g_novelty_ev1.5,150,0.9677,0.9651,199.99,236.12,549.6155,0.0,,,0.528899,
Gardner_statements_minutes_speeches_press_conferences_zscore__4a_total_sent_ev2.0,151,0.9682,0.9669,190.76,211.88,1020.0075,0.0,,,0.547003,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_consensus_ev2.0,151,0.9728,0.9709,175.14,208.33,635.6507,0.0,,,0.52937,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_consensus_matched_interactions_ev2.0,151,0.9703,0.9682,188.54,221.73,658.426,0.0,,,0.548774,
Gardner_statements_minutes_speeches_press_conferences_zscore__4c_all_topics_ev2.0,151,0.9694,0.9672,193.2,226.39,684.0282,0.0,,,0.520386,
Gardner_statements_minutes_speeches_press_conferences_zscore__4d_topic_pca_ev2.0,151,0.9699,0.9678,190.4,223.59,694.2411,0.0,,,0.508103,
Gardner_statements_minutes_speeches_press_conferences_zscore__4e_total_interactions_ev2.0,151,0.9765,0.9746,155.15,191.36,731.969,0.0,,,0.445335,
Gardner_statements_minutes_speeches_press_conferences_zscore__4f_matched_interactions_ev2.0,151,0.9763,0.9746,154.6,187.79,854.624,0.0,,,0.440014,
Gardner_statements_minutes_speeches_press_conferences_zscore__4g_novelty_ev2.0,150,0.9677,0.9651,199.99,236.12,549.6155,0.0,,,0.528899,
Gardner_statements_minutes_speeches_press_conferences_zscore__4a_total_sent_ev2.5,151,0.9682,0.9669,190.76,211.88,1020.0075,0.0,,,0.547003,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_consensus_ev2.5,151,0.9728,0.9709,175.14,208.33,635.6507,0.0,,,0.52937,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_consensus_matched_interactions_ev2.5,151,0.9703,0.9682,188.54,221.73,658.426,0.0,,,0.548774,
Gardner_statements_minutes_speeches_press_conferences_zscore__4c_all_topics_ev2.5,151,0.9694,0.9672,193.2,226.39,684.0282,0.0,,,0.520386,
Gardner_statements_minutes_speeches_press_conferences_zscore__4d_topic_pca_ev2.5,151,0.9699,0.9678,190.4,223.59,694.2411,0.0,,,0.508103,
Gardner_statements_minutes_speeches_press_conferences_zscore__4e_total_interactions_ev2.5,151,0.9765,0.9746,155.15,191.36,731.969,0.0,,,0.445335,
Gardner_statements_minutes_speeches_press_conferences_zscore__4f_matched_interactions_ev2.5,151,0.9763,0.9746,154.6,187.79,854.624,0.0,,,0.440014,
Gardner_statements_minutes_speeches_press_conferences_zscore__4g_novelty_ev2.5,150,0.9677,0.9651,199.99,236.12,549.6155,0.0,,,0.528899,
Gardner_statements_minutes_speeches_press_conferences_zscore__4a_total_sent_ev3.0,151,0.9682,0.9669,190.76,211.88,1020.0075,0.0,,,0.547003,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_consensus_ev3.0,151,0.9728,0.9709,175.14,208.33,635.6507,0.0,,,0.52937,
Gardner_statements_minutes_speeches_press_conferences_zscore__4b_consensus_matched_interactions_ev3.0,151,0.9703,0.9682,188.54,221.73,658.426,0.0,,,0.548774,
Gardner_statements_minutes_speeches_press_conferences_zscore__4c_all_topics_ev3.0,151,0.9694,0.9672,193.2,226.39,684.0282,0.0,,,0.520386,
Gardner_statements_minutes_speeches_press_conferences_zscore__4d_topic_pca_ev3.0,151,0.9699,0.9678,190.4,223.59,694.2411,0.0,,,0.508103,
Gardner_statements_minutes_speeches_press_conferences_zscore__4e_total_interactions_ev3.0,151,0.9765,0.9746,155.15,191.36,731.969,0.0,,,0.445335,
Gardner_statements_minutes_speeches_press_conferences_zscore__4f_matched_interactions_ev3.0,151,0.9763,0.9746,154.6,187.79,854.624,0.0,,,0.440014,
Gardner_statements_minutes_speeches_press_conferences_zscore__4g_novelty_ev3.0,150,0.9677,0.9651,199.99,236.12,549.6155,0.0,,,0.528899,
Sharpe_statements_wordcount__4a_total_sent_ev1.0,151,0.9706,0.9694,178.85,199.97,1008.7161,0.0,,,0.478207,
Sharpe_statements_wordcount__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_consensus_ev1.0,151,0.968,0.9667,191.65,212.77,1010.9535,0.0,,,0.535579,
Sharpe_statements_wordcount__4e_total_interactions_ev1.0,151,0.9765,0.9747,154.89,191.1,727.1129,0.0,,,0.436009,
Sharpe_statements_wordcount__4f_matched_interactions_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4g_novelty_ev1.0,150,0.9674,0.966,191.45,212.52,1023.2602,0.0,,,0.519491,
Sharpe_statements_wordcount__4a_total_sent_ev1.5,151,0.9706,0.9694,178.85,199.97,1008.7161,0.0,,,0.478207,
Sharpe_statements_wordcount__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_consensus_ev1.5,151,0.968,0.9667,191.65,212.77,1010.9535,0.0,,,0.535579,
Sharpe_statements_wordcount__4e_total_interactions_ev1.5,151,0.9765,0.9747,154.89,191.1,727.1129,0.0,,,0.436009,
Sharpe_statements_wordcount__4f_matched_interactions_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4g_novelty_ev1.5,150,0.9674,0.966,191.45,212.52,1023.2602,0.0,,,0.519491,
Sharpe_statements_wordcount__4a_total_sent_ev2.0,151,0.9706,0.9694,178.85,199.97,1008.7161,0.0,,,0.478207,
Sharpe_statements_wordcount__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_consensus_ev2.0,151,0.968,0.9667,191.65,212.77,1010.9535,0.0,,,0.535579,
Sharpe_statements_wordcount__4e_total_interactions_ev2.0,151,0.9765,0.9747,154.89,191.1,727.1129,0.0,,,0.436009,
Sharpe_statements_wordcount__4f_matched_interactions_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4g_novelty_ev2.0,150,0.9674,0.966,191.45,212.52,1023.2602,0.0,,,0.519491,
Sharpe_statements_wordcount__4a_total_sent_ev2.5,151,0.9706,0.9694,178.85,199.97,1008.7161,0.0,,,0.478207,
Sharpe_statements_wordcount__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_consensus_ev2.5,151,0.968,0.9667,191.65,212.77,1010.9535,0.0,,,0.535579,
Sharpe_statements_wordcount__4e_total_interactions_ev2.5,151,0.9765,0.9747,154.89,191.1,727.1129,0.0,,,0.436009,
Sharpe_statements_wordcount__4f_matched_interactions_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4g_novelty_ev2.5,150,0.9674,0.966,191.45,212.52,1023.2602,0.0,,,0.519491,
Sharpe_statements_wordcount__4a_total_sent_ev3.0,151,0.9706,0.9694,178.85,199.97,1008.7161,0.0,,,0.478207,
Sharpe_statements_wordcount__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4b_consensus_ev3.0,151,0.968,0.9667,191.65,212.77,1010.9535,0.0,,,0.535579,
Sharpe_statements_wordcount__4e_total_interactions_ev3.0,151,0.9765,0.9747,154.89,191.1,727.1129,0.0,,,0.436009,
Sharpe_statements_wordcount__4f_matched_interactions_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_wordcount__4g_novelty_ev3.0,150,0.9674,0.966,191.45,212.52,1023.2602,0.0,,,0.519491,
Sharpe_statements_zscore__4a_total_sent_ev1.0,151,0.9707,0.9694,178.62,199.74,1141.4115,0.0,,,0.472682,
Sharpe_statements_zscore__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_consensus_ev1.0,151,0.968,0.9667,191.65,212.77,1008.3172,0.0,,,0.542968,
Sharpe_statements_zscore__4e_total_interactions_ev1.0,151,0.9834,0.9821,102.81,139.02,1180.8596,0.0,,,0.295724,
Sharpe_statements_zscore__4f_matched_interactions_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4g_novelty_ev1.0,150,0.9674,0.966,191.27,212.34,1021.1839,0.0,,,0.518529,
Sharpe_statements_zscore__4a_total_sent_ev1.5,151,0.9707,0.9694,178.62,199.74,1141.4115,0.0,,,0.472682,
Sharpe_statements_zscore__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_consensus_ev1.5,151,0.968,0.9667,191.65,212.77,1008.3172,0.0,,,0.542968,
Sharpe_statements_zscore__4e_total_interactions_ev1.5,151,0.9834,0.9821,102.81,139.02,1180.8596,0.0,,,0.295724,
Sharpe_statements_zscore__4f_matched_interactions_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4g_novelty_ev1.5,150,0.9674,0.966,191.27,212.34,1021.1839,0.0,,,0.518529,
Sharpe_statements_zscore__4a_total_sent_ev2.0,151,0.9707,0.9694,178.62,199.74,1141.4115,0.0,,,0.472682,
Sharpe_statements_zscore__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
