model_label,n_obs,r2,adj_r2,aic,bic,f_stat,f_pvalue,oos_rmse_60,oos_rmse_70,oos_rmse_80,oos_rmse_90,cw_tstat,cw_pval
4h_sharpe_base,151,0.968,0.9669,189.55,207.66,1237.2524,0.0,0.581312,0.575493,0.529901,0.424344,0.9687,0.1663
4h_sharpe_total,151,0.968,0.9669,189.64,207.74,1143.5266,0.0,0.456936,0.499251,0.396439,0.247884,4.8414,0.0
4h_sharpe_total_inter,151,0.9659,0.9643,203.23,227.37,853.2511,0.0,0.527625,0.564906,0.371997,0.212568,5.4031,0.0
4h_sharpe_topics,151,0.9683,0.967,190.41,211.53,1062.4329,0.0,0.539997,0.56726,0.472855,0.334306,3.0074,0.0013
4h_sharpe_topics_matched,151,0.9154,0.9119,338.56,359.68,262.2283,0.0,0.998472,0.984116,0.873623,0.797664,-0.6393,
4h_sharpe_topics_inter,151,0.9513,0.9489,257.32,281.46,542.3677,0.0,0.680587,0.717319,0.7384,0.316426,2.2954,
4h_sharpe_all_sent,151,0.9686,0.9673,188.72,209.84,986.8641,0.0,0.503104,0.548014,0.457603,0.347777,3.6155,0.0001
4h_sharpe_all_sent_inter,151,0.9274,0.9233,319.53,346.69,255.2778,0.0,0.921893,0.951013,0.774969,0.537824,1.6545,
