date,meeting_date,doc_type,speaker_types,sharpe_positive,sharpe_negative,sharpe_net,sharpe_consensus
2014-03-19,2014-03-19,statements,,-0.3796185682791757,-0.4172707286984558,-0.3581988079735577,0.5899738819575938
2014-03-19,2014-03-19,speech,{'unknown'},-0.10357312899303692,-0.17794919497911546,-0.07402697971215325,-0.07733258609255902
2014-03-19,2014-04-30,minutes,,-0.1922399510729064,-0.26301730240112464,-0.16227183929949374,0.012611684442841673
2014-04-30,2014-04-30,statements,,-0.37920319398596986,-0.4164232183818768,-0.3579492646616858,0.5907255159363484
2014-04-30,2014-04-30,speech,{'unknown'},0.4932519359546642,1.0045337458766108,0.2944313431334234,-0.9259495557597677
2014-04-30,2014-06-18,minutes,,-0.3147324546043325,-0.36729481486671245,-0.2889937413970734,0.20537663669898068
2014-06-18,2014-06-18,press_conferences,,-0.20146643827516109,-0.29816053547104976,-0.16164096482284934,0.173480249614317
2014-06-18,2014-07-30,minutes,,-0.18234363951438584,-0.3834696689802158,-0.10421607514835089,0.7600667090985929
2014-06-18,2014-06-18,statements,,-0.3799642706468223,-0.43436701038443176,-0.3522242914143142,1.120658446864229
2014-06-18,2014-06-18,speech,{'unknown'},0.21506768228307935,0.4434107894965229,0.12617744292040264,-0.739888399969809
2014-07-30,2014-07-30,speech,{'unknown'},-0.007282277016901046,0.5976022300440424,-0.23129401961439147,-1.616285228291069
2014-07-30,2014-09-17,minutes,,-0.12081078636776668,-0.3858135254440299,-0.0201156469947484,0.8274853702468394
2014-07-30,2014-07-30,statements,,-0.38593436834168426,-0.43694405225130994,-0.3591789163906504,1.1200746392005465
2014-09-17,2014-09-17,press_conferences,,-0.19083366661742693,-0.31529128368836207,-0.1408027653826972,0.3013014281204888
2014-09-17,2014-10-29,minutes,,-0.18105463613743436,-0.3666882776530061,-0.10852552321630987,0.6426151641406416
2014-09-17,2014-09-17,speech,{'unknown'},-0.02859121393694123,0.6729149566667352,-0.288238631346376,-1.821630100761781
2014-09-17,2014-09-17,statements,,-0.3857738823980425,-0.43760418180752514,-0.35855384730233203,1.1176912199750668
2014-10-29,2014-10-29,statements,,-0.3946898793281695,-0.43687305460258663,-0.37086671697266266,1.1141661017871485
2014-10-29,2014-12-17,minutes,,-0.1983032017774735,-0.33192605508018524,-0.14459961079925635,0.3758321471651354
2014-10-29,2014-10-29,speech,{'unknown'},0.2226944614266239,0.1381613331675882,0.24946986917117556,-0.21420864617227212
2014-12-17,2014-12-17,statements,,-0.3903868428774536,-0.43674564044617653,-0.3650979349653311,1.1130430256670403
2014-12-17,2015-01-28,minutes,,-0.2172214084092333,-0.3139783205829972,-0.17680495896465226,0.20173903082093186
2014-12-17,2014-12-17,speech,{'unknown'},0.311002785852995,0.3673232901413519,0.2836553519345514,-0.4568807874736494
2014-12-17,2014-12-17,press_conferences,,-0.08829880850711866,-0.3498498366023208,0.010649467840688556,0.6712974138018816
2015-01-28,2015-01-28,statements,,-0.40575500475704046,-0.43680610402884096,-0.38580792497901656,1.1119895127008403
2015-01-28,2015-03-18,minutes,,-0.1353356297305508,-0.3484987918552151,-0.05335849896558071,0.6017050460067468
2015-01-28,2015-01-28,speech,{'unknown'},-0.3763399442712544,-0.3830442926057311,-0.36603552909311304,-0.18576070363955008
2015-03-18,2015-03-18,statements,,-0.40956075587099466,-0.4351268029830432,-0.39156294089333143,1.1098795508509554
2015-03-18,2015-03-18,speech,{'unknown'},0.2970059957171424,0.8137584545488085,0.09887163465216481,-1.0924295477922288
2015-03-18,2015-03-18,press_conferences,,-0.17785639265257971,-0.3313073625556582,-0.11707603851944245,0.4187172775064172
2015-03-18,2015-04-29,minutes,,-0.15337103269444974,-0.3484194984763084,-0.07762425568003753,0.5692623037232318
2015-04-29,2015-06-17,minutes,,-0.2405289971481306,-0.2597399624085955,-0.2283388220398014,-0.24785605476206066
2015-04-29,2015-04-29,statements,,-0.4054288871782356,-0.4358944878275973,-0.38559491915166955,1.1108578408962204
2015-04-29,2015-04-29,speech,{'unknown'},0.11095283684615317,1.119943402550458,-0.26668020921465857,-1.9245249379267662
2015-06-17,2015-06-17,press_conferences,,-0.06946222877261983,-0.2790582112661459,0.010128216962799778,0.37803420721893194
2015-06-17,2015-07-29,minutes,,-0.15718271808962567,-0.31403278600537404,-0.09533195177504938,0.3649534789137435
2015-06-17,2015-06-17,statements,,-0.4012137787760886,-0.437539036078861,-0.3789679990297665,1.109258025639247
2015-06-17,2015-06-17,speech,{'unknown'},0.6801796858276591,1.123259914222495,0.5003005714528405,-0.813486724704163
2015-07-29,2015-09-17,minutes,,-0.13841793123240836,-0.31561852160978204,-0.06927318909652203,0.4068520865120709
2015-07-29,2015-07-29,statements,,-0.4028462727169561,-0.43936547380300744,-0.3804183174828359,1.1087841690492786
2015-07-29,2015-07-29,speech,{'unknown'},0.2894758268854735,0.7869435601035696,0.09748444523177001,-1.0857434186711428
2015-09-17,2015-09-17,press_conferences,,-0.16772004449542985,-0.298795947178202,-0.11506886212046376,0.24293544820365048
2015-09-17,2015-10-28,minutes,,-0.17241212244628198,-0.3339553418352159,-0.10826926145814891,0.42721254260375663
2015-09-17,2015-09-17,statements,,-0.4085428212723114,-0.4403523863726891,-0.38765825791272585,1.1089373281267487
2015-09-17,2015-09-17,speech,{'unknown'},-0.26989253794198836,-0.38616950672827727,-0.22050343811754886,0.558172690658715
2015-10-28,2015-10-28,statements,,-0.40771246323023663,-0.4391497188494057,-0.38698381351025973,1.10525552054333
2015-10-28,2015-12-16,minutes,,-0.14028452012708026,-0.2240163291566147,-0.10590410788638573,-0.038717790233925256
2015-10-28,2015-10-28,speech,{'unknown'},0.3694676196342424,0.4562318433934687,0.3289043299935306,-0.5199517722904131
2015-12-16,2015-12-16,statements,,-0.4136163488893563,-0.44006210277979674,-0.394622726601716,1.1059940517511375
2015-12-16,2015-12-16,press_conferences,,-0.14525488251397498,0.026803112289538942,-0.2063717940530813,-0.9993678789340646
2015-12-16,2016-01-27,minutes,,-0.23442346998958483,-0.36820812428311583,-0.17925343677763442,0.5007560192249376
2015-12-16,2015-12-16,speech,{'unknown'},0.7947708030482659,0.980338191790235,0.7078833772432626,-0.5711960970536708
2016-01-27,2016-01-27,statements,,-0.4301902593655288,-0.4420975548449763,-0.4162570260583138,1.1076054981840826
2016-01-27,2016-01-27,speech,{'unknown'},-0.3698052421847198,-0.15353693438247581,-0.4425565245738943,-2.265312835137775
2016-01-27,2016-03-16,minutes,,-0.18488289438178315,-0.3334915649754331,-0.12523137497511463,0.3877615063000043
2016-03-16,2016-03-16,speech,{'unknown'},-0.04992137189364112,0.17198128054984646,-0.13181600745239827,-0.9821081928644142
