date,meeting_date,doc_type,sharpe_positive,sharpe_negative,sharpe_net,sharpe_consensus
2010-03-16,2010-04-28,minutes,0.18403895282191993,0.17657554134620446,0.10866753412454994,-0.2158378578898272
2010-04-28,2010-06-23,minutes,0.5017506428711364,-0.3495633186072456,0.6959392487353755,0.44598106609811355
2010-06-23,2010-08-10,minutes,0.9786912938634206,-0.6984474966126342,1.3618693966296356,0.9083233581034961
2010-08-10,2010-09-21,minutes,0.3160160494135614,0.3749505597304654,0.15153006679958705,-0.3431558357686567
2010-09-21,2010-11-03,minutes,-0.41857076424665496,0.9071751645961589,-0.865403020325815,-1.2774045312054803
2010-11-03,2010-12-14,minutes,0.5687730267860177,0.3548084535048437,0.4210408787033038,-0.21278449336782587
2010-12-14,2011-01-26,minutes,0.8092711412004189,-0.551446853824223,1.1005272445069172,0.7253984755089119
2011-01-26,2011-03-15,minutes,2.2032154249134392,-1.0901721837196463,2.785937583741256,1.3628333916516473
2011-03-15,2011-04-27,minutes,1.4548462356581795,-0.3437508094486523,1.6197707467474478,0.6479324196489832
2011-04-27,2011-06-22,minutes,0.38554681204182495,0.025220309105664054,0.37609152429472736,0.04817723334737809
2011-06-22,2011-08-09,minutes,-0.33715059715879,0.762781959844759,-0.6702138266915552,-1.0266812574464947
2011-08-09,2011-09-21,minutes,-0.49504610184552766,0.5676878961933636,-0.7427744245314207,-0.9399628654779977
2011-09-21,2011-11-02,minutes,1.0491365703203057,0.9339437910774423,0.6418891904756984,-0.44997549241031976
2011-11-02,2011-12-13,minutes,0.6267427059134043,1.106345326303876,0.14685812849075644,-0.7555477200886753
2011-12-13,2012-01-25,minutes,0.2944375490579069,-0.029537839109511046,0.3095732651149069,0.0712786972661032
2012-01-25,2012-03-13,minutes,2.2588804666424833,-0.21689145279017766,2.3704830085272,0.6920445868983482
2012-03-13,2012-04-25,minutes,1.0444266198293972,-0.026168568561852443,1.0590334797158638,0.3121553616168023
2012-04-25,2012-06-20,minutes,0.9485661627192267,-0.7878325659263622,1.2812523582503306,0.9847460570260754
2012-06-20,2012-08-01,minutes,1.730383307018729,-0.5873404296942792,1.9702477282042938,0.9044857751374218
2012-08-01,2012-09-13,minutes,0.3481186430702066,0.7622586116541129,0.03656924254682855,-0.5863424931620551
2012-09-13,2012-10-24,minutes,2.002150098265459,0.7535832682336066,1.6803264000640363,0.00546128857761154
2012-10-24,2012-12-12,minutes,0.7737214905985652,-0.9935984102438153,1.1715601613570137,1.1640022647844508
2012-12-12,2013-01-30,minutes,0.6100888349068494,-0.013608204347904771,0.6124561955242933,0.1853941252071519
2013-01-30,2013-03-20,minutes,2.7837414203955055,0.9595433746781349,2.387868929179178,0.07523575247658713
2013-03-20,2013-05-01,minutes,1.1375544690810666,0.3627956836279399,1.0067791578648506,0.0576424738684747
2013-05-01,2013-06-19,minutes,0.8970545967831997,-0.4235827499675439,1.068246092621217,0.6366528953500022
2013-06-19,2013-07-31,minutes,1.4818460308803045,0.36774370318936955,1.3531376064629637,0.1571976911411113
2013-07-31,2013-09-18,minutes,0.7124299983167052,0.36501980139626794,0.5821338120371893,-0.07959642827075995
