date,meeting_date,doc_type,speaker_types,sharpe_positive,sharpe_negative,sharpe_net,sharpe_consensus
2014-01-29,2014-01-29,speech,{'unknown'},0.008082937972236866,0.0017571604287471446,0.0063257775434897206,0.00011296031327660216
2014-03-19,2014-03-19,press_conferences,,0.00825236257154266,0.0010648209769732464,0.007187541594569413,0.0001026791656367059
2014-03-19,2014-03-19,statements,,0.013498312710911136,0.0011248593925759281,0.012373453318335208,0.0009518041014104006
2014-03-19,2014-03-19,speech,{'unknown'},0.008410329305851694,0.0017768301350390902,0.006633499170812604,7.713371128851865e-05
2014-03-19,2014-04-30,minutes,,0.006513026052104208,0.00125250501002004,0.005260521042084168,8.484711358200271e-05
2014-04-30,2014-04-30,statements,,0.014580801944106925,0.001215066828675577,0.013365735115431349,0.001028133470417796
2014-04-30,2014-04-30,speech,{'unknown'},0.007599892526772348,0.0032241968295397844,0.004375695697232564,1.5516651408626115e-05
2014-04-30,2014-06-18,minutes,,0.0046001415428167025,0.0007077140835102619,0.00389242745930644,0.00012974758197688134
2014-06-18,2014-06-18,press_conferences,,0.007404116688879017,0.0011846586702206428,0.006219458018658374,0.00010723203480445472
2014-06-18,2014-07-30,minutes,,0.007228915662650603,0.00040160642570281126,0.006827309236947791,0.00011977735503417178
2014-06-18,2014-06-18,statements,,0.014814814814814815,0.0,0.014814814814814815,0.0012345679012345679
2014-06-18,2014-06-18,speech,{'unknown'},0.007184880512313219,0.002655281928463581,0.004529598583849638,2.3966130073278507e-05
2014-07-30,2014-07-30,speech,{'unknown'},0.006887677868604299,0.004541326067211626,0.002346351801392673,1.5538753651607107e-05
2014-07-30,2014-09-17,minutes,,0.0085068562722194,0.0003809040121889284,0.008125952260030472,0.0001160850322861496
2014-07-30,2014-07-30,statements,,0.012746234067207415,0.0,0.012746234067207415,0.0011587485515643105
2014-09-17,2014-09-17,press_conferences,,0.007361268403171008,0.0009909399773499433,0.006370328425821065,0.00010797166823425532
2014-09-17,2014-10-29,minutes,,0.006789036962534574,0.0005028916268544129,0.006286145335680161,0.00010838181613241656
2014-09-17,2014-09-17,speech,{'unknown'},0.007049180327868852,0.005245901639344262,0.0018032786885245902,1.2021857923497268e-05
2014-09-17,2014-09-17,statements,,0.012127894156560088,0.0,0.012127894156560088,0.0011025358324145535
2014-10-29,2014-10-29,statements,,0.012345679012345678,0.0,0.012345679012345678,0.0013717421124828531
2014-10-29,2014-12-17,minutes,,0.0061072431904238425,0.0007328691828508611,0.005374374007572982,9.59709644209461e-05
2014-10-29,2014-10-29,speech,{'unknown'},0.010243467933491686,0.002449524940617577,0.007793942992874109,4.5578613993415846e-05
2014-12-17,2014-12-17,statements,,0.01358695652173913,0.0,0.01358695652173913,0.001358695652173913
2014-12-17,2015-01-28,minutes,,0.007198748043818467,0.0010954616588419405,0.006103286384976526,0.00011515634688634954
2014-12-17,2014-12-17,speech,{'unknown'},0.007583859990277103,0.002236266407389402,0.0053475935828877,2.6473235558850006e-05
2014-12-17,2014-12-17,press_conferences,,0.010039884472562233,0.0006876633200385092,0.009352221152523724,0.0001199002711862016
2015-01-28,2015-01-28,statements,,0.012259194395796848,0.0,0.012259194395796848,0.0017513134851138354
2015-01-28,2015-03-18,minutes,,0.005120702267739576,0.0004064049418840933,0.0047142973258554825,6.932790185081592e-05
2015-01-28,2015-01-28,speech,{'unknown'},0.006955591225254147,0.0016051364365971107,0.005350454788657036,0.00033440342429106473
2015-03-18,2015-03-18,statements,,0.010238907849829351,0.0,0.010238907849829351,0.0017064846416382253
2015-03-18,2015-03-18,speech,{'unknown'},0.007801673253605708,0.003644202638197403,0.004157470615408305,1.8643365988378046e-05
2015-03-18,2015-03-18,press_conferences,,0.00788436268068331,0.0008760402978537013,0.00700832238282961,0.00011680537304716017
2015-03-18,2015-04-29,minutes,,0.007155852031534263,0.0006064281382656155,0.006549423893268648,0.00010233474833232262
2015-04-29,2015-06-17,minutes,,0.005507051712558764,0.001343183344526528,0.004163868368032236,8.164447780455365e-05
2015-04-29,2015-04-29,statements,,0.012455516014234875,0.0,0.012455516014234875,0.0017793594306049821
2015-04-29,2015-04-29,speech,{'unknown'},0.006853053550852083,0.00533689126084056,0.0015161622900115228,7.543095970206581e-06
2015-06-17,2015-06-17,press_conferences,,0.01043096349162778,0.0012352456766401318,0.009195717814987648,0.00010818491547044291
2015-06-17,2015-07-29,minutes,,0.007326007326007326,0.0008841732979664014,0.006441834028040924,9.91051388929373e-05
2015-06-17,2015-06-17,statements,,0.014625228519195612,0.0,0.014625228519195612,0.0018281535648994515
2015-06-17,2015-06-17,speech,{'unknown'},0.008594805584747034,0.0033028073862783366,0.005291998198468698,1.6694000626084223e-05
2015-07-29,2015-09-17,minutes,,0.007487018476029465,0.0008453085376162299,0.006641709938413235,9.625666577410485e-05
2015-07-29,2015-07-29,statements,,0.014787430683918669,0.0,0.014787430683918669,0.0018484288354898336
2015-07-29,2015-07-29,speech,{'unknown'},0.008275019437965122,0.0038320559813395535,0.004442963456625569,2.038056631479619e-05
2015-09-17,2015-09-17,press_conferences,,0.007575757575757576,0.0010822510822510823,0.006493506493506494,0.00010146103896103897
2015-09-17,2015-10-28,minutes,,0.007491146826477799,0.0008172160174339417,0.006673930809043857,0.00010940870178760422
2015-09-17,2015-09-17,statements,,0.011864406779661017,0.0,0.011864406779661017,0.001694915254237288
2015-09-17,2015-09-17,speech,{'unknown'},0.007262917617763021,0.0006225357958082589,0.006640381821954763,0.00017474689005144112
2015-10-28,2015-10-28,statements,,0.012048192771084338,0.0,0.012048192771084338,0.0017211703958691911
2015-10-28,2015-12-16,minutes,,0.007693277840837432,0.001513431706394249,0.006179846134443183,8.465542649922169e-05
2015-10-28,2015-10-28,speech,{'unknown'},0.007013642389770346,0.002138305606637301,0.0048753367831330455,2.2781947584733855e-05
2015-12-16,2015-12-16,statements,,0.01,0.0,0.01,0.0016666666666666668
2015-12-16,2015-12-16,press_conferences,,0.007137758743754461,0.0030930287889602663,0.004044729954794195,4.703174366039761e-05
2015-12-16,2016-01-27,minutes,,0.005581395348837209,0.00053156146179402,0.005049833887043189,0.00010977899754441716
2015-12-16,2015-12-16,speech,{'unknown'},0.007042452696778573,0.0022343524620301496,0.004808100234748423,1.4658842179111047e-05
2016-01-27,2016-01-27,statements,,0.00528169014084507,0.0,0.00528169014084507,0.0017605633802816902
2016-01-27,2016-01-27,speech,{'unknown'},0.004924491135915955,0.005252790544977019,-0.00032829940906106366,1.0590303518098828e-05
2016-01-27,2016-03-16,minutes,,0.004288659793814433,0.0004948453608247423,0.003793814432989691,6.541059367223604e-05
2016-03-16,2016-03-16,speech,{'unknown'},0.006032376298106292,0.002596212583995113,0.003436163714111179,3.040852844346176e-05
2016-03-16,2016-03-16,statements,,0.0051635111876075735,0.0,0.0051635111876075735,0.0017211703958691911
2016-03-16,2016-04-27,minutes,,0.004448514981028392,0.0015700641109511972,0.002878450870077195,6.257501891472163e-05
2016-03-16,2016-03-16,press_conferences,,0.006882312456985547,0.0027529249827942187,0.0041293874741913286,5.899124963130469e-05
2016-04-27,2016-04-27,speech,{'unknown'},0.008327452364149612,0.0022582921665490474,0.006069160197600565,8.092213596800753e-05
2016-04-27,2016-04-27,statements,,0.005119453924914676,0.0,0.005119453924914676,0.0017064846416382253
