date,meeting_date,doc_type,sharpe_positive,sharpe_negative,sharpe_net,sharpe_consensus
2011-04-27,2011-04-27,press_conferences,0.009530617107457708,0.0013104598522754348,0.008220157255182273,9.033139840859641e-05
2011-06-22,2011-06-22,press_conferences,0.006937561942517344,0.0025484921421492284,0.004389069800368115,6.55085044831062e-05
2011-11-02,2011-11-02,press_conferences,0.009777901941611957,0.002514317642128789,0.007263584299483168,8.25407306759451e-05
2012-01-25,2012-01-25,press_conferences,0.009439770162117792,0.0016416991586291811,0.007798071003488611,7.220436114341307e-05
2012-04-25,2012-04-25,press_conferences,0.010960757780784845,0.002976995940460081,0.007983761840324764,7.751225087693945e-05
2012-06-20,2012-06-20,press_conferences,0.007718696397941681,0.002001143510577473,0.005717552887364208,8.408166010829718e-05
2012-09-13,2012-09-13,press_conferences,0.011745992903462621,0.0009788327419552184,0.010767160161507403,0.00010353038616834041
2012-12-12,2012-12-12,press_conferences,0.0092551392720477,0.0012458841327756519,0.008009255139272047,6.787504355315294e-05
2013-03-20,2013-03-20,press_conferences,0.009397841977027498,0.005105000580113702,0.004292841396913795,3.434273117531036e-05
2013-06-19,2013-06-19,press_conferences,0.009884678747940691,0.0005491488193300384,0.009335529928610654,9.826873609063846e-05
2013-09-18,2013-09-18,press_conferences,0.010127747727011164,0.0012659684658763955,0.008861779261134769,8.951292182964412e-05
2013-12-18,2013-12-18,press_conferences,0.008438818565400843,0.0018643901481699538,0.00657442841723089,6.261360397362752e-05
2014-03-19,2014-03-19,press_conferences,0.00825236257154266,0.0010648209769732464,0.007187541594569413,0.0001026791656367059
2014-06-18,2014-06-18,press_conferences,0.007404116688879017,0.0011846586702206428,0.006219458018658374,0.00010723203480445472
2014-09-17,2014-09-17,press_conferences,0.007361268403171008,0.0009909399773499433,0.006370328425821065,0.00010797166823425532
2014-12-17,2014-12-17,press_conferences,0.010039884472562233,0.0006876633200385092,0.009352221152523724,0.0001199002711862016
2015-03-18,2015-03-18,press_conferences,0.00788436268068331,0.0008760402978537013,0.00700832238282961,0.00011680537304716017
2015-06-17,2015-06-17,press_conferences,0.01043096349162778,0.0012352456766401318,0.009195717814987648,0.00010818491547044291
2015-09-17,2015-09-17,press_conferences,0.007575757575757576,0.0010822510822510823,0.006493506493506494,0.00010146103896103897
2015-12-16,2015-12-16,press_conferences,0.007137758743754461,0.0030930287889602663,0.004044729954794195,4.703174366039761e-05
2016-03-16,2016-03-16,press_conferences,0.006882312456985547,0.0027529249827942187,0.0041293874741913286,5.899124963130469e-05
2016-06-15,2016-06-15,press_conferences,0.006338443396226415,0.001768867924528302,0.004569575471698113,8.308319039451114e-05
2016-09-21,2016-09-21,press_conferences,0.0089862042779395,0.0017719276041007468,0.007214276673838754,8.48738432216324e-05
